SampleN,Pb_S,Cr_S,Cd_S,As_S,Sb_S,Sn_S,SumTS
C2_3_3,18.9105,26.3195,0.207,10.516,0.3185,1.9895,1.96391958
C2_3_4,18.516,36.7835,0.2235,11.4555,0.622,3.182,2.18015866
C2_3_5,21.986,46.0975,0.2765,11.964,0.7975,3.2945,1.94962146
C2_3_6,23.8505,45.6395,0.349,11.4615,2.782,3.5985,2.63312128
C2_3_7,17.239,31.3675,0.251,11.241,0.9405,2.9055,2.06513137
C2_3_8,23.1505,53.048,0.284,13.068,2.1125,3.5665,1.6003764
C2_3_9,21.8415,44.4895,0.245,12.4255,1.4985,3.44,2.31284372
C2_3_10,17.603,34.709,0.224,10.701,0.428,2.7285,2.57820055
C2_3_11,22.6635,43.538,0.22,12.3615,1.1705,3.2145,2.89358939
C2_3_12,27.4905,47.327,0.2705,11.429,3.3175,3.305,4.70722714
C2_3_13,46.2635,49.0215,0.2805,12.3005,5.0525,3.479,1.98731377
C2_3_14,19.9215,48.041,0.232,11.6595,1.0175,3.1855,2.47281571
C2_3_15,22.761,48.2295,0.2375,12.3185,0.7825,3.4955,2.02644209
C3_1_1,12.30722047,29.91183841,0.183622157,7.869146016,0.543245231,4.65670792,0.75690167
C3_1_2,12.72753582,36.61855709,0.177100957,8.049987751,0.59893039,5.804136871,2.26219127
C3_1_3,28.26496026,67.49819671,0.199879024,13.67461045,0.887851807,8.249812862,2.77016987
C3_1_4,13.0425314,27.72055504,0.145180978,8.639377644,0.52681395,5.279321345,3.36959591
C3_1_5,12.21630161,27.10713838,0.151774492,7.835300088,0.487227456,5.050096008,4.03425261
C3_1_6,20.80949137,47.69632646,0.351015406,15.22490306,0.887135422,7.941256827,4.93372907
C3_1_7,18.58475716,43.43084094,0.262339737,13.57680603,0.845367902,11.96962004,4.61698535
C3_1_8,17.65652527,43.10080815,0.236501879,13.48771698,0.850007433,7.263569515,2.31304111
C3_1_9,18.75633172,42.84776168,0.205197902,12.22545676,0.889826971,7.958492283,1.26271653
C3_1_10,17.52607569,40.93591049,0.188881118,11.58115403,0.797686737,7.127995413,2.15336363
C3_1_11,18.77855431,39.32784284,0.208295937,12.68538234,0.744077057,7.043697537,5.32812908
C3_1_12,20.80323251,42.59671062,0.274239601,13.97552692,0.91761537,24.11433672,2.15011473
C3_1_13,19.90967977,40.18215688,0.283412119,13.70574391,0.864478622,7.366769364,2.8191988
C3_1_14,20.20858511,40.04069624,0.236105518,13.5284611,0.826122267,7.492793558,1.70121196
C3_1_15,17.47135976,35.02690011,0.257166447,11.80231204,0.794109364,6.530533079,2.17286812
C3_2_1,14.77003119,43.11554646,0.193924858,10.01053524,0.658985267,5.869270393,1.52207055
C3_2_2,21.60369818,40.30874515,0.237084183,13.78911638,0.911515857,9.525830546,1.25912625
C3_2_3,21.58352881,126.6196258,0.285928588,14.16990918,0.986228896,8.169038349,8.03108721
C3_2_4,22.18345895,81.135048,0.245751144,14.55198425,0.976105353,10.17816347,2.23672063
C3_2_5,24.59807329,76.42532745,0.21169968,14.14309337,1.000530128,10.49052553,2.73053043
C3_2_6,24.87684755,65.8956219,0.508929895,13.73055802,0.85662405,10.04810119,7.26687573
C3_2_7,18.24915091,38.92373791,0.276319286,13.31786095,0.801775588,7.082828428,5.63871692
C3_2_8,20.01334726,40.50887853,0.25752066,14.53109681,0.922890745,7.913382977,1.95857049
C3_2_9,17.29205961,37.05523261,0.213515983,12.66908831,0.813001558,7.037943354,6.05822439
C3_2_10,19.47889729,43.58037636,0.255560087,13.92402645,0.946073332,7.625585258,7.5636624
C3_2_11,19.50350409,49.50356644,0.241482357,14.01725822,0.963948954,7.545045794,7.10651794
C3_2_12,17.29856405,33.74892157,0.233371365,12.32199075,0.815200244,5.711853418,1.72277832
C3_2_13,19.46095894,35.91730653,0.233309542,13.76591397,1.045505076,7.28673629,2.29496137
C3_2_14,17.97654155,36.68619082,0.249912603,12.55801603,0.856650407,7.135497773,7.19838632
C3_2_15,19.11102885,38.60949622,0.209118689,13.37548085,0.902525,7.448327729,1.91185046
C3_3_1,7.879422528,12.62740069,0.09591554,5.226380808,0.384924867,3.660905196,3.34782893
C3_3_2,7.891257732,12.71734802,0.091142523,5.341284749,0.417869348,3.839678274,5.08807029
C3_3_3,7.579150166,13.18854163,0.108150686,5.222013198,0.365827226,3.926149158,1.65727255
C3_3_4,8.098627095,13.72079098,0.095489026,5.409223835,0.418203373,4.322176743,11.3495064
C3_3_5,8.325982616,14.83821746,0.08555271,5.957513928,0.392507712,4.200423778,9.12385778
C3_3_6,11.75946141,18.7333531,0.138204802,7.732006699,0.431337861,5.226261284,3.33441405
C3_3_7,9.001808382,13.78577081,0.142294986,5.70351662,0.351939098,4.157924592,1.40825369
C3_3_8,9.246023419,15.28136433,0.126068588,5.424335719,0.421334645,4.758018827,8.02947917
C3_3_9,7.149002007,11.4695275,0.110881978,4.721915697,0.345201425,3.299548627,3.4909486
C3_3_10,7.800291384,12.62260019,0.084861348,5.252914835,0.394576763,3.699729444,11.6099775
C3_3_12,9.856240756,37.4399996,0.113016531,5.138893384,0.435031827,6.439013227,8.33619249
C3_3_13,8.265366,15.17070688,0.103181333,5.825581529,0.434492475,4.236586869,5.14429551
C3_3_14,7.965613192,14.07762231,0.093411468,5.660504622,0.360407303,3.872042709,12.1021853
C3_3_15,7.465026836,12.36121069,0.081304865,4.997883171,0.335658218,3.552463864,6.80823859
D1_1_1,18.6205,39.942,0.222,14.1915,0.856,2.7835,3.09074293
D1_1_2,17.2545,33.143,0.238,12.843,1.0285,2.8275,3.4245826
D1_1_3,16.8655,50.816,0.7605,15.7335,0.697,3.0095,6.45916733
D1_1_4,18.5985,45.1315,0.335,14.1275,0.631,3.081,2.52562148
D1_1_5,18.671,48.634,0.228,14.2525,0.56,3.182,2.59008023
D1_1_6,17.625,44.5715,0.205,13.5995,0.626,3.037,3.2900164
D1_1_7,15.48,49.1105,0.211,14.392,1.021,3.044,1.18214422
D1_1_8,17.431,43.037,0.226,13.355,0.5565,3.7365,1.52138023
D1_1_9,15.7755,51.0255,0.2175,14.995,1.118,3.056,2.72126498
D1_1_10,17.6885,53.2705,0.579,15.9855,1.501,25.3355,4.57951982
D1_1_11,15.9785,49.5105,0.2105,14.746,0.7175,3.0495,3.12807097
D1_1_12,16.319,48.6695,0.221,15.0615,0.945,3.329,2.33516884
D1_1_14,,,,,,,2.15060592
D2_1_1,12.41843651,33.29085246,0.139132359,10.86825692,0.727957757,4.44532587,0.65341443
D2_1_2,12.85422359,35.27796572,0.154826949,11.69630876,0.840726437,4.844188435,0.60383613
D2_1_3,12.44285239,34.88029333,0.154807156,11.37489034,0.74738952,5.312916419,0.47987713
D2_1_4,13.16753889,35.43107566,0.162818719,11.82163771,0.734622053,4.529090647,0.66220949
D2_1_5,13.66652052,38.05676749,0.149669921,12.32485432,0.788414665,4.811589623,0.44207692
D2_1_6,11.64740526,36.03517718,0.124822092,11.29393847,0.708542034,4.32761966,1.80361269
D2_1_7,14.69089386,38.4160144,0.155986061,12.0629836,0.743356628,4.531438095,1.57654778
D2_1_8,8.10553112,23.96718608,0.123299029,7.464733562,0.430944027,3.651434097,0.80089519
D2_1_9,7.599978708,22.36266853,0.102978765,7.303147644,0.395477887,3.401061116,0.65425885
D2_1_10,9.225829352,26.17418505,0.132535811,8.133537334,0.472205402,3.714532161,0.85140201
D2_1_11,9.635361899,29.38912029,0.134131777,9.007784173,0.515647766,4.353902394,1.72878365
D2_1_12,7.93061986,22.34063139,0.116860583,6.952920908,0.411909857,3.448058119,2.24601036
D2_1_13,10.699322,26.86398502,0.141638959,8.386700795,0.5441352,4.263103314,1.67423555
D2_1_14,9.73807332,25.17356833,0.151834435,8.226912936,0.516978994,3.885907615,2.75630899
D2_1_15,7.466959129,21.24166488,0.108317182,6.918274712,0.402069571,3.231210938,2.49807364
D2_2_1,9.484385292,20.00165387,0.121472041,7.344731149,0.468817965,3.809459327,1.4200936
D2_2_2,8.722577415,26.3062534,0.091167169,7.392433982,0.507633414,3.774078657,1.5323692
D2_2_3,9.70807731,23.37912442,0.124329571,8.026352726,0.467479075,4.009120511,1.50317172
D2_2_4,9.576090748,21.7060993,0.137735721,7.677709104,0.44013009,3.859838348,1.47309498
D2_2_5,10.08825726,23.01882512,0.134983415,8.107113798,0.500172381,4.121465496,2.45955994
D2_2_6,10.14763778,22.87123808,0.134892222,8.370337845,0.49451656,4.25951052,2.92013651
D2_2_7,11.35953388,25.77093889,0.127492506,9.040574885,0.576508354,4.632869884,1.18911426
D2_2_8,9.529759757,21.86052476,0.140524192,7.419461973,0.491302518,3.786100087,1.30773091
D2_2_9,12.02991889,25.40447056,0.174260983,8.645005092,0.570207352,4.084430123,0.88994066
D2_2_10,9.344059674,21.01451869,0.11851645,7.308301657,0.453407078,3.448368119,2.50306224
D2_2_11,10.76366764,23.51694767,0.136346635,7.978044016,0.524420483,3.990920437,1.56808546
D2_2_12,9.886017675,21.45572993,0.106278743,7.671991756,0.498710786,4.06659021,3.32594368
D2_2_13,9.179726576,19.78525298,0.118434283,7.051732529,0.448507644,3.597392878,3.01611147
D2_2_15,9.931353084,21.52938843,0.14458623,7.393155351,0.521754845,3.845816713,1.69486375
D2_3_1,14.20948346,28.64754923,0.20324733,9.472652047,0.679347667,7.21803297,2.08147617
D2_3_2,12.16957542,27.39106179,0.141156791,9.536926702,0.645828057,7.056558534,1.07558705
D2_3_3,12.89664576,29.35209991,0.128832489,10.71997042,0.642750921,7.404502701,1.55189725
D2_3_5,13.33318545,30.354547,0.129149642,10.65473045,0.697606315,7.507104737,1.32805053
D2_3_6,11.97853919,28.1716441,0.123508764,9.417450831,0.628481669,6.673360109,2.54088759
D2_3_7,12.1540303,27.11253862,0.132400829,9.803674973,0.687025088,6.722138427,2.06873179
D2_3_8,13.07697505,29.3885367,0.149984616,10.50516124,0.696050305,7.441083787,3.15215381
D2_3_9,13.37962893,29.98059039,0.141077174,10.2556197,0.67645297,7.309854651,3.14769871
D2_3_10,12.7311704,28.01729627,0.145627771,10.05021811,0.744861025,7.042038983,2.69951074
D2_3_11,12.50696788,29.54908168,0.130407432,10.0843515,0.651268057,7.486250539,2.09414755
D2_3_12,12.59820273,29.34006,0.130958277,10.20875019,0.65010853,7.367152516,2.58460343
D2_3_13,12.06713055,26.45429373,0.142106703,9.517603716,0.697146032,6.839868625,3.27699339
D2_3_14,12.51488869,28.06098268,0.135752836,9.736554732,0.68956875,7.087853822,1.6355821
D2_3_15,12.751281,28.47249555,0.130578677,10.16577399,0.687660382,7.352636333,5.45810878
D3_1_1,10.549,38.5585,0.146,10.777,0.752,3.4455,1.43685992
D3_1_2,11.561,34.011,0.0485,10.831,0.3625,1.908,1.62929226
D3_1_3,11.231,39.5325,0.1425,11.616,0.4325,2.37,2.91605212
D3_1_4,11.9375,37.0095,0.15,11.553,0.396,2.351,5.30445715
D3_1_5,11.2185,40.6375,0.1435,11.5785,0.573,2.4185,2.585736
D3_1_6,11.3215,38.0505,0.147,11.634,0.415,2.37,1.54121891
D3_1_7,13.3265,37.378,0.078,12.105,0.399,2.112,1.82880064
D3_1_8,12.344,40.6445,0.159,12.0105,0.7255,2.51,2.99636237
D3_1_10,11.2805,31.2595,0.047,10.338,0.3395,1.885,2.28637726
D3_1_11,12.1385,42.4135,0.1515,12.218,0.6595,2.5395,1.3300767
D3_1_12,22.823,91.732,0.175,19.5815,1.101,3.7365,1.56524699
D3_1_13,10.646,38.938,0.138,11.045,0.408,2.3625,1.17542882
D3_1_14,11.6035,39.479,0.1455,11.5145,0.4055,2.3865,2.61787657
D3_1_15,12.2275,46.932,0.158,12.364,0.4845,2.7885,2.85551429
D4_1_1,18.6525,52.6435,0.2615,17.5685,0.483,3.5435,2.75678141
D4_1_2,18.6065,51.8715,0.249,17.561,0.5955,3.417,1.33712878
D4_1_3,17.6505,51.8975,0.2385,18.3025,0.515,3.428,0.98381214
D4_1_5,17.6215,48.3355,0.2365,16.927,0.4555,3.7635,0.90687228
D4_1_6,18.72,61.6825,0.2735,18.8715,1.0365,4.494,1.35801261
D4_1_7,18.1815,55.608,0.2465,17.91,0.6445,3.7685,1.15114423
D4_1_8,17.843,58.883,0.255,17.6665,0.496,3.6415,1.87561201
D4_1_9,18.961,48.724,0.248,17.3845,0.453,3.386,1.17644645
D4_1_10,17.508,46.059,0.2775,16.54,0.471,6.853,2.21556408
D4_1_12,17.7935,56.7075,0.239,18.1525,0.5535,3.5415,1.08396668
D4_1_13,16.7535,47.521,0.223,15.8985,0.4605,3.391,1.58027404
D4_1_14,18.7355,53.2295,0.238,17.9415,0.4735,3.593,0.91136081
D4_1_15,18.5765,57.4125,0.258,18.6605,0.5505,3.816,0.78265525
D5_1_1,22.044,32.6855,0.1505,14.1175,0.931,2.6245,8.19560365
D5_1_2,20.1555,42.185,0.1265,13.3305,0.763,2.734,3.0191563
D5_1_3,18.906,44.7735,0.102,13.5815,0.4685,2.4975,4.93434492
D5_1_4,19.965,30.42,0.1315,14.1225,0.874,2.2615,4.15276071
D5_1_5,20.885,34.7425,0.131,13.826,0.8955,2.419,4.0119959
D5_1_6,21.647,46.6065,0.1425,14.0735,0.533,2.704,4.3347593
D5_1_7,22.332,35.1625,0.158,14.7815,0.966,2.4995,4.52488857
D5_1_8,22.3035,37.2935,0.156,15.117,0.9975,2.537,5.5733946
D5_1_9,23.433,37.8175,0.1585,15.6485,1.041,2.491,3.71103333
D5_1_10,23.5655,39.4345,0.1665,16.6175,1.095,2.6255,3.16642247
D5_1_11,23.9155,38.437,0.174,16.1565,1.068,2.5275,1.07784389
D5_1_12,24.0475,41.5385,0.1705,16.9495,1.066,2.631,2.28595972
D5_1_14,22.8055,38.832,0.161,83.2245,1.0815,2.734,1.55952839
D5_1_15,21.2925,29.624,0.141,13.61,0.9355,2.372,6.69047406
D5_2_1,18.245,48.174,0.1375,16.824,0.616,2.3175,2.74705745
D5_2_2,18.693,46.4815,0.1435,16.0105,0.61,2.3695,9.9239627
D5_2_3,19.1205,51.0105,0.2315,18.348,1.248,2.57,6.81500013
D5_2_4,18.052,43.6205,0.1325,15.686,0.5865,2.2175,5.27706666
D5_2_5,19.0145,47.139,0.134,15.9575,0.5795,2.4575,4.01323753
D5_2_6,16.6825,38.3185,0.106,13.6665,0.507,2.1225,7.81164254
D5_2_8,18.9075,46.6565,0.134,15.8655,0.843,2.382,3.25343155
D5_2_9,19.102,47.6485,0.147,16.503,0.878,2.4805,7.53742623
D5_2_10,18.71,44.6535,0.1375,16.505,0.8245,2.2825,3.86161792
D5_2_11,18.7825,43.4375,0.1335,15.849,0.828,2.3545,8.07512872
D5_2_12,17.8685,44.508,0.129,15.0485,0.612,2.3755,9.41963296
D5_2_14,19.2845,48.3755,0.141,16.164,0.6475,2.503,5.73565318
D5_2_15,19.275,45.736,0.1415,16.518,0.7215,2.2925,11.4314107
D6_1_1,14.613,43.785,0.298,14.4075,0.9495,2.6185,6.70535024
D6_1_2,13.38,42.5955,0.279,13.395,0.67,2.602,3.06641411
D6_1_3,13.367,42.394,0.2895,13.341,0.7545,3.0475,3.25015117
D6_1_4,14.2505,49.743,0.294,14.4855,0.871,2.7185,3.41579536
D6_1_5,14.03,42.6615,0.2875,13.489,0.7355,2.7065,1.62641927
D6_1_6,14.133,43.444,0.295,14.3325,0.801,2.534,7.1263649
D6_1_7,14.515,35.569,0.294,12.711,1.0805,2.4805,2.07730225
D6_1_8,12.5855,43.297,0.2875,13.7275,0.746,2.4705,3.01600937
D6_1_9,13.3825,48.393,0.293,14.6885,0.766,2.7215,8.52748965
D6_1_10,14.4515,45.249,0.297,14.2495,0.757,2.589,3.07703019
D6_1_11,13.493,43.905,0.284,13.4435,0.815,2.6155,1.71295371
D6_1_12,14.4645,42.2415,0.2855,13.5245,0.739,2.6535,2.47528879
D6_1_13,13.684,40.428,0.2755,13.2275,0.7715,2.4735,3.89301585
D6_1_14,14.573,40.4315,0.3,13.3415,0.7025,2.9075,1.62482696
D6_1_15,14.212,46.361,0.2895,14.684,1.222,2.853,3.45660386
E1_1_1,21.49,45.794,0.2135,18.622,1.33,2.129,1.07059443
E1_1_3,22.374,66.6025,0.2035,20.3715,0.997,2.994,5.86022787
E1_1_4,24.551,60.6685,0.3,20.867,0.666,3.316,5.03214112
E1_1_5,22.2325,66.1505,0.2425,19.5705,1.07,3.3235,2.30807107
E1_1_6,23.722,63.2245,0.3,21.791,0.66,3.178,2.02384006
E1_1_7,20.521,62.4175,0.1955,19.9655,1.015,2.6625,10.2252121
E1_1_8,20.6535,62.631,0.179,19.06,0.9335,2.7655,3.69559448
E1_1_9,20.976,65.8165,0.175,20.666,1.0925,2.8795,3.13585735
E1_1_10,23.2305,57.6895,0.3075,20.4945,0.8205,3.101,1.68870064
E1_1_11,19.5975,59.6965,0.145,19.439,0.9,2.4655,2.03966979
E1_1_12,18.6845,61.057,0.164,18.454,0.937,2.5685,2.79884659
E1_1_14,21.8475,78.227,0.219,22.657,1.2775,3.248,11.424152
E1_1_15,18.327,56.8335,0.181,19.5355,1.2615,2.655,4.74767186
E1_2_1,16.414,49.261,0.209,14.59,0.463,3.03,1.15542421
E1_2_2,13.6015,51.5525,0.2835,9.7825,0.3645,2.3245,0.86616983
E1_2_3,14.435,48.559,0.172,13.5955,0.3835,2.6285,1.39809808
E1_2_4,15.2555,45.6345,0.192,13.5545,0.401,2.522,8.20584125
E1_2_5,16.4305,54.398,0.197,15.246,0.425,2.72,1.10455522
E1_2_6,17.7955,61.123,0.2275,15.089,1.0475,4.2365,1.14393954
E1_2_7,16.7685,54.0255,0.2005,14.9055,0.444,2.805,1.69337159
E1_2_8,15.9905,49.038,0.1895,14.872,0.5825,2.738,5.73956907
E1_2_9,15.034,49.894,0.1675,13.812,0.3615,2.709,2.84290919
E1_2_10,14.125,46.9275,0.1615,13.1635,0.3725,2.6315,2.38185324
E1_2_11,15.547,49.518,0.1875,15.254,1.1585,3.0285,1.70061617
E1_2_12,22.0615,66.1,0.275,18.231,0.7175,3.9855,1.61072866
E1_2_13,19.954,69.2425,0.2625,19.159,1.095,3.9725,4.66326434
E1_2_14,15.509,47.1375,0.186,13.669,0.3715,2.7785,1.12318879
E1_2_15,16.614,56.292,0.1765,15.8885,0.478,3.223,2.63548827
E1_2_16,15.5575,52.003,0.1785,14.6975,0.634,2.839,2.2543148
E1_3_1,20.672,56.47,0.166,19.1925,0.753,2.5255,1.05125752
E1_3_2,20.1235,59.019,0.24,18.74,1.0775,2.9065,2.95721996
E1_3_3,21.073,75.33,0.287,21.5685,0.9725,3.473,3.83958773
E1_3_4,20.589,63.5725,0.2875,19.5075,0.795,2.9855,4.64433095
E1_3_5,22.1125,64.643,0.2865,20.315,1.171,3.0085,4.0350139
E1_3_6,21.3885,63.646,0.2145,20.1725,1.023,2.7005,1.81668113
E1_3_7,19.043,62.588,0.257,18.894,0.583,2.878,5.89870751
E1_3_8,20.859,60.1055,0.188,19.672,0.9355,2.595,2.60062611
E1_3_9,19.3465,63.7845,0.2475,19.724,0.611,2.894,1.39874183
E1_3_10,21.636,64.351,0.1725,20.668,0.8405,2.7315,1.68013707
E1_3_11,19.4015,67.663,0.2405,20.021,0.6705,3.0995,1.28263163
E1_3_12,21.018,74.868,0.26,20.8915,1.235,3.351,0.66807115
E1_3_13,21.4065,62.2155,0.2475,19.4895,0.8775,3.031,5.34901738
E1_3_14,21.9095,60.479,0.1825,19.6225,0.8585,2.6755,0.71922247
E1_3_15,19.83,76.9125,0.26,20.904,0.983,3.4235,1.16800526
E1_3_6d,21.305,53.6755,0.205,18.6165,1.05,2.415,4.31359254
E2_1_1,21.12,48.827,0.2015,19.061,0.6695,3.053,7.38994552
E2_1_2,21.9995,63.5375,0.2325,21.554,0.5575,3.4725,4.26503166
E2_1_3,21.6685,50.0305,0.2245,18.68,0.8165,3.014,4.76498164
E2_1_4,23.503,51.6065,0.2415,19.9285,0.747,3.1875,4.1639593
E2_1_5,22.367,47.9655,0.244,18.479,0.7845,3.033,1.11159356
E2_1_7,22.705,50.3705,0.268,19.1855,0.5515,3.691,1.32375669
E2_1_8,22.257,51.806,0.234,20.263,0.9325,3.1145,0.51369813
E2_1_9,20.8515,53.7115,0.1195,21.0235,1.359,2.749,4.71523518
E2_1_10,20.6425,51.828,0.108,19.896,1.3045,2.5945,4.20438344
E2_1_11,21.691,49.0875,0.145,19.8595,1.3285,2.4565,0.59229868
E2_1_12,22.6935,48.652,0.1635,20.1645,1.3325,2.552,1.65755708
E2_1_13,22.272,55.964,0.272,20.2145,0.58,3.2085,1.29837407
E2_1_14,23.372,51.153,0.1845,19.742,1.276,2.7,1.60175865
E2_1_15,24.734,57.5495,0.28,20.1305,0.589,3.562,2.59010553
E2_2_1,14.291,60.778,0.195,13.03,0.3895,2.732,0.81161576
E2_2_2,23.256,53.129,0.2545,16.2935,1.207,3.0695,1.28070683
E2_2_3,23.464,55.4665,0.252,17.4975,1.452,3.2085,0.4774581
E2_2_4,22.4485,57.7615,0.267,18.4775,1.1725,3.523,1.32292036
E2_2_5,15.45,39.5235,0.2925,8.2275,0.307,2.45,2.09092202
E2_2_6,17.8655,72.3345,0.355,10.5765,0.4555,2.762,1.26774612
E2_2_7,25.0855,59.366,0.29,17.861,1.507,3.354,2.73258433
E2_2_8,22.8155,55.656,0.283,17.9905,0.653,3.646,1.23709359
E2_2_9,19.7795,49.611,0.222,15.7175,1.25,2.94,1.29825364
E2_2_10,20.4805,51.212,0.227,15.293,1.146,3.172,1.05268791
E2_2_11,21.473,52.6515,0.2705,17.9425,1.1635,3.4805,1.09382854
E2_2_12,23.157,59.487,0.256,16.783,0.6305,3.3205,1.3743497
E2_2_13,21.36,51.117,0.2365,15.8645,1.1205,2.964,0.60128121
E2_2_14,28.7625,54.0155,0.2465,16.2595,1.3775,3.7755,2.27542339
E2_2_15,25.1175,54.74,0.283,16.8195,1.189,3.2315,0.30751923
E3_1_1,16.482,44.095,0.2185,17.2,0.7345,2.6665,4.00362416
E3_1_2,18.4945,58.3865,0.2505,19.5545,1.1125,3.3405,1.50549623
E3_1_3,19.609,55.5985,0.254,20.4425,0.65,2.99,5.7519008
E3_1_4,19.414,59.992,0.264,20.0465,0.7775,3.355,1.38968652
E3_1_5,19.5835,53.3995,0.2515,20.455,0.6345,2.982,0.6920387
E3_1_6,17.919,43.41,0.239,18.1255,0.993,2.62,4.42900562
E3_1_7,18.03,51.082,0.235,18.7565,0.617,2.9035,2.24238862
E3_1_8,18.649,59.55,0.2505,19.5935,0.719,3.3295,4.13709612
E3_1_9,16.388,49.3615,0.215,17.6635,0.713,2.817,1.45303041
E3_1_10,17.646,49.6575,0.237,18.1555,0.814,2.9725,3.04831955
E3_1_11,18.444,44.849,0.245,18.179,1.175,2.7015,0.88716836
E3_1_12,18.757,52.1825,0.246,19.1035,0.8255,2.917,1.8003643
E3_1_13,18.749,52.361,0.2435,19.748,0.6505,2.9135,1.88565463
E3_1_14,18.6955,48.23,0.2435,19.151,0.7425,2.8055,0.39901409
E3_1_15,19.478,55.1765,0.251,19.7585,0.765,3.1475,5.00402622
E3_2_1,19.8645,58.975,0.2245,17.923,0.4555,3.212,1.9901615
E3_2_2,21.48,69.391,0.2935,19.34,0.5485,3.575,0.64213034
E3_2_3,17.5755,54.8635,0.204,16.668,0.507,3.0085,0.83160815
E3_2_4,20.409,65.959,0.244,18.3525,0.662,3.617,1.04412938
E3_2_5,18.4535,61.9735,0.219,17.078,0.438,3.373,1.16820574
E3_2_6,18.9945,51.555,0.254,16.485,0.4285,3.0695,1.8362848
E3_2_7,19.781,60.224,0.2205,17.8735,0.5015,3.2655,4.3610527
E3_2_8,18.683,65.854,0.2155,17.9185,0.5005,3.46,2.11031329
E3_2_9,18.313,49.101,0.194,16.1235,0.4355,2.829,3.10096413
E3_2_10,18.865,53.185,0.2025,17.076,0.4615,3.085,1.34289804
E3_2_11,19.451,57.1095,0.215,17.818,0.7715,3.213,0.87478055
E3_2_12,21.8315,64.311,0.2905,19.9535,1.1855,3.474,1.24667498
E3_2_13,19.8155,61.311,0.2195,18.8285,0.5505,3.3685,1.4128532
E3_2_14,19.465,59.5235,0.2205,17.42,0.5135,3.2665,1.78021672
E3_2_15,21.1975,65.4025,0.24,19.071,0.5135,3.479,1.34587289
E4_1_1,18.332,52.6535,0.2205,15.8625,0.451,2.829,0.77961254
E4_1_2,19.0095,58.434,0.222,16.9145,0.493,3.204,0.70075456
E4_1_3,19.4705,59.1315,0.242,16.6385,0.515,3.167,2.19838191
E4_1_4,16.9555,55.204,0.2035,15.2665,0.5015,2.9675,1.9980857
E4_1_6,19.27,46.42,0.216,14.539,0.511,2.894,1.85866869
E4_1_7,18.8935,57.103,0.232,16.1165,0.4685,3.179,1.19227289
E4_1_8,19.3745,59.453,0.2545,16.961,0.926,3.283,1.9076631
E4_1_9,17.917,52.9105,0.217,15.765,0.4265,2.899,0.89108498
E4_1_10,19.754,57.4635,0.2355,16.7035,0.5265,3.244,1.22036853
E4_1_11,17.618,60.674,0.219,15.6095,0.6785,3.328,1.7132571
E4_1_12,19.5715,60.578,0.232,16.8205,0.466,3.1865,1.63599715
E4_1_13,17.282,51.824,0.2105,15.5545,0.629,3.008,0.63264821
E4_1_14,18.5215,57.431,0.2225,16.126,0.4905,3.1555,1.39577132
E4_1_15,19.6625,58.691,0.2405,16.9565,0.6785,3.2445,2.22277218
E4_1_16,19.116,53.0455,0.322,15.3665,0.4305,2.931,0.76860386
E4_2_1,17.4015,49.038,0.179,12.616,0.378,2.7155,5.80382255
E4_2_2,17.891,48.349,0.199,14.634,1.03,2.702,15.6538095
E4_2_3,16.901,51.245,0.1845,13.125,0.452,2.775,1.38006103
E4_2_4,18.207,50.2945,0.18,13.1095,0.451,2.6415,1.40292726
E4_2_5,16.258,52.6845,0.179,13.0955,0.4325,2.92,8.5226493
E4_2_6,15.4685,51.076,0.195,12.316,0.667,2.749,3.62808599
E4_2_7,16.9115,47.7365,0.179,12.518,0.3575,2.612,4.00244019
E4_2_8,16.448,48.305,0.178,12.8495,0.6055,2.737,3.83780196
E4_2_9,15.8965,53.3875,0.1775,12.66,0.5525,2.834,2.0471743
E4_2_10,16.8855,51.8895,0.186,13.922,0.82,2.7885,3.33295367
E4_2_11,17.8565,46.4015,0.199,14.505,1.032,2.686,0.85418091
E4_2_12,17.772,49.395,0.193,13.519,0.9225,2.677,2.50460064
E4_2_13,16.5755,49.7515,0.194,13.678,0.7095,2.539,2.16205436
E4_2_14,16.596,49.858,0.1735,13.6615,0.9805,2.7205,2.32246065
E4_2_15,16.7975,46.4735,0.1855,13.9655,0.983,2.655,3.18853951
E5_1_1,15.2185,28.8465,0.198,7.2385,0.333,5.0645,3.25271243
E5_1_2,15.9555,32.993,0.1735,8.054,0.412,3.1695,7.04415637
E5_1_3,14.5595,29.998,0.1495,7.1895,0.2395,2.9145,4.24215058
E5_1_4,17.2085,37.962,0.194,9.043,0.4385,3.2515,2.70970801
E5_1_5,16.659,33.2505,0.1825,8.235,0.233,3.2205,11.2028313
E5_1_6,15.2435,27.0915,0.1675,7.4415,0.514,2.6525,2.24636839
E5_1_7,16.6585,33.8105,0.1925,8.1335,0.226,2.9585,9.36123363
E5_1_8,15.2895,30.6085,0.1755,7.239,0.2655,2.8755,4.48405712
E5_1_9,17.9885,34.6525,0.1965,8.6135,0.254,3.033,4.47168245
E5_1_10,17.443,38.639,0.197,9.1795,0.3835,3.1865,1.72144927
E5_1_11,17.103,35.545,0.189,8.501,0.449,3.0165,1.23493703
E5_1_12,17.404,37.7535,0.192,9.019,0.4685,3.277,9.07289648
E5_1_13,17.4115,35.7215,0.208,9.309,0.601,3.0815,7.2401311
E5_1_14,17.591,37.8445,0.1945,8.733,0.229,3.075,4.04144274
