SampleN,Mn_S,Cu_S,Fe_S,Zn_S,Mg_S,K_S,Ca_S,Mo_S,SumTS
E1_1_5,809.5,30.065,35388.0,104.6935,11319.5,10289.5,31621.0,0.954,2.30807107
E1_1_6,968.0,28.8915,40210.0,93.3515,12686.5,8072.5,30207.0,0.9995,2.02384006
E1_1_7,828.5,28.1005,36923.5,138.612,11404.5,7741.0,31051.0,0.8795,10.2252121
E1_1_8,905.0,26.599,40076.0,103.733,12853.5,10399.0,34166.0,0.9235,3.69559448
E1_1_9,971.5,26.987,43109.5,104.947,13603.0,10487.0,30624.0,0.844,3.13585735
E1_1_10,904.0,28.1335,37432.0,90.8585,11860.0,7076.0,30372.0,0.9695,1.68870064
E1_1_11,807.0,25.2725,35733.5,95.166,11229.5,8494.0,26522.0,0.694,2.03966979
E1_1_12,791.5,24.6925,35027.5,130.529,11101.5,9538.0,28202.5,0.861,2.79884659
E1_1_14,976.5,29.353,43213.5,122.416,13845.0,12953.0,35054.0,0.9775,11.424152
E1_1_15,825.0,25.4595,33160.5,93.573,10680.5,6674.0,26974.0,1.0515,4.74767186
E1_2_1,733.5,20.6525,32580.0,79.0835,11160.5,7690.5,54139.0,0.882,1.15542421
E1_2_2,491.0,18.3585,26085.0,75.6605,6709.0,5779.0,4166.0,1.0465,0.86616983
E1_2_3,712.5,18.842,31828.5,58.238,10548.5,6864.0,72251.5,0.7755,1.39809808
E1_2_4,676.5,19.4445,29804.0,59.2445,10524.0,6611.5,52983.5,0.8045,8.20584125
E1_2_5,767.0,22.01,33930.0,64.033,12146.0,6936.0,65113.0,0.8905,1.10455522
E1_2_6,824.5,21.9835,36637.5,63.965,12859.5,10761.0,59329.0,0.954,1.14393954
E1_2_7,756.5,21.2635,33812.5,62.838,11096.0,8029.5,54610.5,0.9035,1.69337159
E1_2_8,747.5,20.4705,33144.5,67.147,11651.5,7290.0,58830.5,0.8595,5.73956907
E1_2_9,564.5,19.769,25103.0,56.146,8470.5,5032.0,48868.0,0.8035,2.84290919
E1_2_10,709.5,18.0265,32200.0,53.703,10588.0,6910.0,58305.0,0.7725,2.38185324
E1_2_11,744.0,20.178,32996.5,65.436,11169.5,7504.5,58902.0,0.807,1.70061617
E1_2_12,876.5,26.622,37871.0,83.4945,11990.5,10031.5,31250.5,0.9745,1.61072866
E1_2_13,199.0,27.757,8309.5,125.867,2814.5,2099.5,6783.5,1.163,4.66326434
E1_2_14,713.5,19.787,31390.0,59.38,10804.0,6435.5,52901.5,0.8885,1.12318879
E1_2_15,606.5,21.442,26864.0,69.137,8757.0,6325.0,38481.5,0.8915,2.63548827
E1_2_16,730.5,20.983,32609.0,62.611,11626.5,7782.0,52735.0,0.819,2.2543148
E1_3_1,967.0,25.464,42239.5,98.148,13466.5,8413.5,31096.0,0.753,1.05125752
E1_3_2,861.5,27.424,37433.5,138.43,11660.0,8558.0,26761.5,1.1005,2.95721996
E1_3_3,999.5,31.862,43510.0,113.202,13931.0,12024.0,32036.0,1.3275,3.83958773
E1_3_4,898.5,28.9745,38549.0,120.0035,12207.5,9594.0,29520.5,1.101,4.64433095
E1_3_5,982.0,30.11,41949.5,105.3285,13248.0,9702.5,31785.0,1.367,4.0350139
E1_3_6,899.0,26.507,39008.0,102.0785,12477.0,9904.5,28587.0,0.8545,1.81668113
E1_3_7,884.5,27.574,37841.5,89.0355,12177.0,9497.5,26367.0,1.012,5.89870751
E1_3_8,881.0,26.0245,39202.0,112.337,12449.0,8645.5,27873.5,1.113,2.60062611
E1_3_9,965.5,28.68,41273.0,92.4625,13296.5,9905.5,29899.0,1.0905,1.39874183
E1_3_10,957.0,28.1425,41832.0,98.6505,14458.0,9390.0,39414.5,0.8655,1.68013707
E1_3_11,929.0,29.04,39876.5,88.7875,12769.0,10389.5,28306.0,1.013,1.28263163
E1_3_12,908.5,30.4225,40194.0,154.028,12757.0,11706.5,28600.5,1.1065,0.66807115
E1_3_13,922.5,29.5515,40873.5,123.342,12578.5,9338.0,29722.5,1.216,5.34901738
E1_3_14,914.5,25.9165,39822.0,91.627,12878.5,9090.0,34296.0,0.8645,0.71922247
E1_3_15,910.0,29.7905,40338.5,115.5145,12850.0,12147.0,28081.0,1.0465,1.16800526
E1_3_6d,797.0,24.9215,34799.5,91.5685,11045.5,6712.0,25611.5,0.7435,4.31359254
E2_1_1,838.5,24.2975,32380.5,75.2965,9785.0,6085.5,27609.0,0.96,7.38994552
E2_1_2,970.0,27.5625,39051.0,92.655,12687.0,8780.0,44577.0,1.092,4.26503166
E2_1_3,831.0,23.5015,31283.0,78.148,9654.5,6615.0,30731.0,1.087,4.76498164
E2_1_4,853.0,25.463,33181.5,81.448,10160.0,6365.5,34479.5,1.054,4.1639593
E2_1_5,775.0,23.6415,29541.0,78.5105,9516.5,6270.0,34484.5,1.0255,1.11159356
E2_1_7,866.5,24.719,32756.5,80.671,11110.0,7034.0,45581.5,1.112,1.32375669
E2_1_8,861.0,25.015,32719.5,83.9295,10854.0,7041.5,43457.0,1.0475,0.51369813
E2_1_9,798.5,25.7405,33922.5,104.22,11092.5,6701.5,40253.5,0.7315,4.71523518
E2_1_10,821.0,24.997,34314.0,94.016,11178.5,5897.0,40925.5,0.89,4.20438344
E2_1_11,815.5,26.0845,34027.0,94.436,10977.0,6278.0,40124.0,0.9195,0.59229868
E2_1_12,826.5,26.019,33886.5,102.135,10935.5,5789.5,38720.0,0.871,1.65755708
E2_1_13,940.5,27.5895,36801.5,94.009,12729.0,7880.5,51144.0,1.14,1.29837407
E2_1_14,795.0,26.89,32726.5,101.859,10646.0,6107.5,38651.0,1.002,1.60175865
E2_1_15,904.0,27.0705,34726.0,89.275,11626.5,8393.5,42620.0,1.1715,2.59010553
E2_2_1,703.0,18.1265,31945.5,78.119,8445.0,7619.0,4660.0,1.439,0.81161576
E2_2_2,877.5,22.7125,37793.5,71.3395,12458.0,10144.5,49078.0,1.068,1.28070683
E2_2_3,938.5,22.991,41311.5,78.088,13411.0,11346.5,47278.0,1.0295,0.4774581
E2_2_4,754.0,25.555,34301.5,94.6195,11445.5,8555.0,44525.0,1.373,1.32292036
E2_2_5,722.0,12.4255,25581.5,58.1965,6897.5,6733.0,47374.0,0.3885,2.09092202
E2_2_6,659.0,20.469,40828.0,96.944,12607.5,13778.0,11901.5,0.8145,1.26774612
E2_2_7,930.0,24.2925,40388.5,91.1925,13582.5,11067.0,60986.0,1.2065,2.73258433
E2_2_8,599.0,25.963,27462.5,106.197,9325.0,6768.0,36755.5,1.528,1.23709359
E2_2_9,898.5,20.8025,38975.5,65.7875,13094.0,9577.0,62359.0,0.9775,1.29825364
E2_2_10,848.0,21.0635,36504.5,67.2165,12252.5,9722.0,58502.0,1.011,1.05268791
E2_2_11,541.0,25.131,24692.5,92.649,8322.5,5931.0,35793.5,1.3445,1.09382854
E2_2_12,978.0,23.2935,41058.5,75.552,13630.0,11739.0,56009.0,1.084,1.3743497
E2_2_13,886.5,22.321,38407.0,71.993,12807.0,8909.0,53219.5,1.044,0.60128121
E2_2_14,905.5,22.067,39164.0,70.7765,12914.5,9678.0,47961.0,1.04,2.27542339
E2_2_15,918.0,23.2965,39613.0,82.642,13117.5,10211.5,52583.0,1.04,0.30751923
E3_1_1,718.5,20.486,28586.5,65.8015,10316.5,5265.5,63517.5,0.8965,4.00362416
E3_1_2,762.0,21.8875,30619.5,75.55,11257.0,9080.0,66994.0,0.944,1.50549623
E3_1_3,860.0,24.909,34368.5,81.186,12030.0,6979.0,72161.0,1.1375,5.7519008
E3_1_4,872.5,24.277,34867.5,80.935,12701.5,8053.0,72138.5,1.1935,1.38968652
E3_1_5,828.5,25.202,32653.0,87.4945,12244.0,5661.5,74093.5,1.216,0.6920387
E3_1_6,746.0,21.8285,29374.0,74.0125,10779.5,5137.5,64290.0,1.002,4.42900562
E3_1_7,826.5,22.425,32830.0,73.717,11722.5,6281.5,74646.0,1.003,2.24238862
E3_1_8,840.5,24.1835,34068.5,77.7085,12233.0,8592.5,75903.5,1.033,4.13709612
E3_1_9,731.5,20.9265,29188.0,68.6445,10551.0,6804.5,68452.5,0.9015,1.45303041
E3_1_10,746.0,21.403,29641.0,69.795,10767.5,6448.0,67374.5,0.935,3.04831955
E3_1_11,712.5,20.84,28576.5,73.1525,10327.0,4857.0,65207.5,0.913,0.88716836
E3_1_12,874.5,23.959,34712.5,79.279,12367.0,6117.5,80986.5,1.095,1.8003643
E3_1_13,853.0,23.8515,33842.5,77.614,11990.5,6286.0,74443.0,1.3995,1.88565463
E3_1_14,742.0,22.5425,29470.5,73.1735,10596.0,5220.5,67410.5,0.991,0.39901409
E3_1_15,827.5,24.5335,33067.0,102.1895,11956.5,6601.0,68274.0,1.058,5.00402622
E3_2_1,848.0,23.8645,38926.5,72.8935,12107.0,9197.5,51479.0,0.9985,1.9901615
E3_2_2,824.0,25.9245,37969.5,82.573,11940.5,10069.5,48459.5,1.0435,0.64213034
E3_2_3,828.0,22.5815,38561.0,85.3985,11950.0,9041.0,49518.0,0.971,0.83160815
E3_2_4,868.0,24.0165,39915.5,74.6885,12592.5,11732.5,52124.0,1.0645,1.04412938
E3_2_5,866.0,22.6485,40152.0,76.1505,12879.5,11915.0,54080.5,0.923,1.16820574
E3_2_6,753.5,22.2,33980.5,69.469,10898.0,7741.5,57184.5,1.0665,1.8362848
E3_2_7,831.0,24.3525,37954.0,75.0515,11808.5,7979.5,48689.0,0.991,4.3610527
E3_2_8,856.0,24.1845,40360.5,95.056,12661.5,11003.5,49819.5,1.097,2.11031329
E3_2_9,794.5,21.808,36214.5,69.4765,11118.5,6855.5,46611.0,0.9335,3.10096413
E3_2_10,844.5,22.948,38802.5,69.8825,11779.5,7964.0,46091.5,0.92,1.34289804
E3_2_11,870.0,24.207,40544.5,77.454,12552.5,8751.0,53815.0,0.9905,0.87478055
E3_2_12,941.5,25.7295,43753.5,79.4305,13597.0,10759.0,54621.5,1.003,1.24667498
E3_2_13,872.5,25.062,39729.0,112.175,12036.5,8940.5,50938.0,1.1535,1.4128532
E3_2_14,810.5,24.1635,37831.0,78.114,11842.0,9132.5,46820.5,1.011,1.78021672
E3_2_15,852.0,25.8145,39759.0,79.2745,12456.0,9732.0,48810.5,1.041,1.34587289
E4_1_1,820.5,23.403,37112.0,78.8395,12405.0,7759.5,50700.5,0.8805,0.77961254
E4_1_2,756.0,25.257,34704.0,82.384,11709.5,8428.5,46568.0,0.9735,0.70075456
E4_1_3,797.0,24.268,36616.0,76.6575,12495.0,9028.0,48684.0,0.924,2.19838191
E4_1_4,696.5,21.7765,31865.5,148.412,10746.0,8313.0,41657.5,0.9415,1.9980857
E4_1_6,799.0,20.873,35429.5,67.2305,11776.5,7330.5,45985.5,0.85,1.85866869
E4_1_7,738.5,23.476,33918.5,74.6335,11373.0,8378.0,46822.5,0.935,1.19227289
E4_1_8,794.5,24.622,36172.5,81.888,12237.5,9383.0,47196.5,1.0135,1.9076631
E4_1_9,826.0,22.676,37124.5,72.3075,12441.0,8610.5,48667.5,0.8815,0.89108498
E4_1_10,810.5,24.0245,37704.0,79.4805,12426.0,9023.5,48633.5,1.0005,1.22036853
E4_1_11,738.5,22.818,33960.5,72.1975,11543.5,10211.5,46010.5,0.8885,1.7132571
E4_1_12,774.5,25.2805,35335.0,81.3005,11860.0,8728.5,45562.0,1.0225,1.63599715
E4_1_13,706.0,22.3125,32446.0,90.723,10928.5,8163.5,42526.0,0.8955,0.63264821
E4_1_14,766.5,23.3945,35284.5,75.777,11906.0,9505.5,47310.5,0.969,1.39577132
E4_1_15,739.0,25.6255,33443.0,91.9195,11211.0,7974.5,47287.5,0.921,2.22277218
E4_1_16,722.0,22.9775,32809.0,81.9405,11076.5,7737.5,46354.0,0.87,0.76860386
E4_2_1,582.0,19.8115,24934.5,63.4535,8367.0,5341.0,32478.0,0.7835,5.80382255
E4_2_2,489.0,20.931,20295.0,74.6835,6774.5,4051.5,25427.0,0.759,15.6538095
E4_2_3,550.5,68.687,23601.5,62.476,8242.0,5911.0,32702.0,0.8025,1.38006103
E4_2_4,707.5,19.718,27083.5,62.1045,9059.5,6289.0,36424.0,0.7765,1.40292726
E4_2_5,431.0,19.1895,18789.5,60.651,6709.0,5297.5,25861.5,0.7305,8.5226493
E4_2_6,310.5,18.3905,13328.0,60.7735,4789.5,3750.0,24734.5,0.7535,3.62808599
E4_2_7,746.0,19.444,30802.0,58.338,10285.0,6206.5,42623.0,0.769,4.00244019
E4_2_8,386.5,19.111,16138.5,64.141,5486.0,3678.5,23048.5,0.771,3.83780196
E4_2_9,716.0,20.0775,32190.5,76.274,11049.5,8304.5,44866.0,0.864,2.0471743
E4_2_10,517.0,20.146,20375.0,68.863,6892.0,4556.0,28372.0,0.8005,3.33295367
E4_2_11,549.5,21.0485,23516.0,72.406,8032.5,3998.0,34365.5,0.8315,0.85418091
E4_2_12,654.0,40.525,27911.0,67.888,8922.0,5733.0,38460.5,0.8155,2.50460064
E4_2_13,672.5,24.0795,28817.0,70.792,9983.0,6266.0,44319.0,0.8035,2.16205436
E4_2_14,504.5,20.6345,22587.5,99.7305,7838.0,4958.5,29749.0,1.1205,2.32246065
E4_2_15,514.0,19.939,21547.5,74.166,7269.0,4141.0,31976.0,0.7655,3.18853951
E5_1_1,451.0,13.6285,17623.0,74.816,5742.5,3579.5,11770.5,1.256,3.25271243
E5_1_2,581.0,14.6975,21049.0,65.968,7174.0,4120.5,16113.0,1.436,7.04415637
E5_1_3,546.0,13.174,20535.5,59.5405,6802.5,3707.5,14345.5,1.428,4.24215058
E5_1_4,605.0,17.335,23478.0,94.943,7996.5,5521.0,16793.5,1.76,2.70970801
E5_1_5,594.5,14.799,22354.0,86.586,7242.0,4557.5,16757.0,1.528,11.2028313
E5_1_6,569.0,13.977,20888.0,71.8965,7105.0,3704.0,14019.0,1.2255,2.24636839
E5_1_7,591.0,19.2405,22422.5,81.1775,7576.5,4116.0,16037.5,1.4905,9.36123363
E5_1_8,563.5,14.2995,21126.5,82.088,7169.0,4389.5,16809.0,1.288,4.48405712
E5_1_9,560.5,17.41,21554.0,97.5015,7385.5,3572.5,16891.5,1.5865,4.47168245
E5_1_10,746.0,16.8015,26439.0,101.948,8820.5,4533.0,16320.0,1.3855,1.72144927
E5_1_11,591.0,16.486,23030.5,104.78,7755.5,4964.5,16497.0,1.4035,1.23493703
E5_1_12,629.0,16.4955,24301.5,96.4215,8002.0,5040.5,17540.0,1.4545,9.07289648
E5_1_13,596.5,17.125,22834.0,98.4165,7658.5,4038.5,15298.0,1.315,7.2401311
E5_1_14,760.5,16.5985,28132.5,94.606,9427.5,4797.5,17887.0,1.633,4.04144274
E5_1_15,723.0,17.877,27205.5,98.4195,9424.5,4285.5,18443.0,1.5885,8.14679163
E5_1_16,594.5,15.7535,22912.5,89.785,7445.0,4894.0,15420.0,1.3385,5.42978468
E6_1_5,346.6506522,22.02116802,16824.89101,33.94116657,2906.055673,2293.885112,3816.201155,0.385100715,2.27213762
E6_1_6,337.3671939,22.41355701,17060.2527,34.97349081,3040.994517,2248.062785,3946.16387,0.369937733,2.54840314
E6_1_7,351.1082667,23.81297761,17594.57774,35.44908165,3158.870236,2393.63707,4217.455041,0.354853923,4.32821903
E6_1_8,393.9872072,26.75831065,19788.63158,44.40185209,3573.918051,2541.237571,4702.014218,0.398179782,1.19641036
E6_1_9,441.5780768,29.12085874,22140.24706,45.86459467,4093.590813,2876.921307,4705.189112,0.490272139,3.92951746
E6_1_10,469.9090516,32.73360521,23396.18072,49.5042798,4222.111445,3001.203034,5701.396924,0.5151646,6.02009035
E6_1_11,464.8995656,33.26783262,23730.84475,49.78029774,4257.684682,3108.597548,5547.195559,0.503867991,3.35163018
E6_1_12,336.9893954,25.27002694,17016.26865,34.21169579,3107.375636,2189.015517,3409.506398,0.347016377,4.18089096
E6_1_13,371.9511405,26.47234745,18847.56386,40.78127521,3462.913376,2440.455532,3938.579877,0.505724661,2.5704992
E6_1_14,313.1912014,22.08352406,15817.65793,31.94755901,2985.493233,2065.689506,3264.201434,0.534622709,3.26890852
E6_1_15,465.451384,29.91854981,23614.47115,49.22530261,4395.441129,3292.488919,4169.610562,0.551923317,3.91415984
E6_2_5,502.1383448,33.84762934,26728.24752,78.68301785,8603.193825,4348.102547,26885.83348,0.418841094,19.0540675
E6_2_6,524.5738571,33.44700893,29587.60948,65.15754089,9475.258145,4547.185646,29351.63457,0.44313782,14.4963765
E6_2_7,598.9830643,33.50280185,32462.86608,73.26304074,6662.708865,3495.714178,7288.971019,0.536251417,5.40881632
E6_2_8,535.7920447,35.52016625,29128.01315,81.39066393,9540.705003,4555.203745,32032.37963,0.431773738,17.4383453
E6_2_9,468.3543303,29.35314631,26638.17499,65.65653251,8403.909553,4180.18776,25889.56482,0.375563092,8.96830379
E6_2_10,422.9129078,42.53156776,23669.91031,72.48085477,7696.766603,3697.904564,21777.4025,0.372102106,5.1858526
E6_2_11,474.0301493,37.16536153,25876.85272,58.33763837,5427.314214,2800.732742,8517.425176,0.42039866,16.4319692
E6_2_12,605.4725289,42.1139604,30724.9016,76.3037539,6793.086335,3698.586869,7166.605225,0.47343984,8.67977539
E6_2_13,526.3632189,41.25984957,30416.34323,71.43164034,9524.14821,4504.260673,29688.26572,0.419376544,13.9920023
E6_2_14,559.7145045,43.16183144,29604.39692,104.434749,9591.665259,4553.374357,30934.77263,0.449403039,17.3927396
E6_2_15,566.2781217,45.34237202,30834.60816,120.3974728,10114.35543,4911.931756,29202.55859,0.52547707,15.3950345
E6_2_16,519.4313751,34.45155758,27432.60071,62.31146067,5939.746546,2987.725393,6286.787109,0.458107957,1.5181785
E7_1_5,746.1570338,14.25622763,23183.26668,63.20845348,3280.80257,2167.357614,3603.663489,0.783302309,5.72107581
E7_1_6,812.3377192,18.16067089,26122.56815,70.60411235,3985.252347,2349.555522,3231.768824,1.070329898,5.43271814
E7_1_7,817.3719559,19.87890147,31455.23398,73.10695055,4515.840574,2331.095335,2645.570803,0.793732423,11.2438111
E7_1_8,756.9653888,18.52466286,30451.57312,68.58982857,4147.355555,2349.842178,3330.498324,0.788376881,14.1728544
E7_1_9,791.7210848,15.33685082,29828.01058,71.21546695,4274.685438,2132.737152,3934.22305,0.693419217,6.73847658
E7_1_10,753.6616003,17.51529959,30690.28902,75.63906999,4942.547887,2700.886219,3383.564493,0.972337667,8.81256465
E7_1_11,841.9227875,16.77132255,41670.35194,73.47071477,3852.969891,2005.998316,6012.046927,1.110398786,6.87017432
E7_1_12,670.6175349,11.84442614,26921.9117,63.1775632,3770.126745,1771.027729,3767.414427,0.763320595,4.56409357
E7_1_13,780.4606058,14.15817448,30944.32987,67.60358387,4095.622513,1853.752801,4614.199621,0.839898283,8.08756718
E7_1_14,976.1994447,18.22318263,30780.48072,86.73537587,4878.040643,2399.432121,5434.105674,0.943404362,2.29500721
E7_1_15,1995.539214,22.54872096,27569.75713,90.23014136,3983.664522,3077.467473,12930.1057,1.025771241,16.4390904
E8_1_5,249.9035168,38.71184124,22034.27562,43.94007069,5044.208792,2781.038621,4920.396225,0.428201703,2.96926041
E8_1_6,224.1358868,37.04513401,19244.89461,38.53344628,4560.618456,2609.509703,4731.344976,0.325780906,1.51328592
E8_1_7,242.4793213,38.6599658,20983.6882,41.22097094,4961.648305,2841.847581,4820.432811,0.363369839,10.9567105
E8_1_8,263.7756364,41.22737252,23218.73016,44.09668699,5451.358611,3095.149362,4943.018001,0.390481752,4.66316004
E8_1_9,256.8102637,42.58909246,21132.85947,44.40177923,5100.022028,3063.065695,5923.361665,0.426627741,1.58708779
E8_1_10,253.2974189,40.78961838,22222.85727,53.46950165,5174.475262,2967.762324,4534.06925,0.40871495,2.45889122
E8_1_11,193.0006271,31.11836967,14900.4792,30.04970697,3847.378232,1917.350073,3991.935556,0.231135339,7.06227158
E8_1_12,219.7974129,36.30689707,18903.16072,35.8949011,4560.284152,2593.363247,4590.340302,0.303504098,2.96737829
E8_1_13,236.9440059,38.84019758,19644.71963,40.17727528,4776.595665,2921.719457,5637.2858,0.317016504,3.12595191
E8_1_14,306.0784915,49.7760379,26190.64008,48.81110055,6367.470912,3998.738409,6294.224839,0.43161027,3.96478647
E8_1_15,233.857166,43.04695857,19867.92186,37.97684505,4780.138229,2976.228145,5374.971864,0.330661088,3.55238622
F1_1_6,180.437194,37.7326467,13552.59227,31.97121206,2327.189803,1571.770781,8316.843362,0.225106407,5.58425242
F1_1_7,275.0360258,35.40755575,20336.32921,52.68569174,3497.671283,2447.543398,15177.34395,0.397956708,0.37251712
F1_1_8,225.0514266,34.55569478,14886.85364,42.1878458,2799.801324,1629.42654,13163.17198,0.255840271,2.919461
F1_1_9,221.2931441,29.96460453,16409.01275,29.73890161,2876.269699,1788.568236,5844.958024,0.678801798,10.4654534
F1_1_10,216.2534958,31.0637272,15997.6881,27.70027618,2944.525074,1535.464146,13224.17844,0.220111291,6.8343158
F1_1_11,185.594853,26.3061232,12976.46311,30.04789786,2453.288861,1465.52265,7564.67443,0.093915303,2.67242294
F1_1_12,198.5061274,24.57030675,14934.52974,35.38417476,2865.996132,1731.669998,7801.179309,0.116130099,3.94672949
F1_1_13,204.0711251,29.19518708,13908.17645,42.05787242,2753.489125,1792.459178,8443.92665,0.074585,2.31724857
F1_1_14,226.9214534,27.53141386,15983.08179,29.94959679,3121.394807,1709.027784,7304.644338,0.056309412,4.58188453
F1_1_15,227.2392334,28.75238426,13498.95592,35.95865363,2905.943847,1665.22977,10313.05453,0.037699117,3.55414971
F1_2_5,411.0814035,19.33575459,20159.77103,28.12386819,3645.163061,2102.603575,2352.106308,0.077730487,5.46914739
F1_2_6,335.8321257,21.56377381,19410.68246,27.78214221,3236.053028,2026.016219,1945.303532,0.204113657,2.91730113
F1_2_7,363.815427,21.84009037,19341.42337,31.50033386,3293.158472,1988.04087,2274.590094,0.163673502,6.51534097
F1_2_8,370.1612835,18.11510797,19212.08677,26.58312251,3398.886548,1990.786373,2132.225383,0.094670715,4.61811753
F1_2_9,410.9513162,24.87233643,21584.29644,30.86399848,3541.170101,2160.064402,2375.487938,0.292120917,5.35252904
F1_2_10,385.3034049,27.78693672,21333.00701,33.06195643,3601.102109,2270.132679,2616.403246,0.192468545,4.52771354
F1_2_11,393.3375449,21.70085423,20897.40001,30.18223995,3608.628101,2167.281537,2346.698202,0.201124317,3.44456462
F1_2_12,352.4262381,24.84673686,21739.64938,32.01118589,3817.373251,2296.214393,2585.871616,0.181198861,8.89802932
F1_2_13,429.8838537,25.0743104,22148.16677,31.48387746,3767.589491,2236.747063,2936.551069,0.213805054,5.69708347
F1_2_14,416.7380045,23.99250938,20902.86886,29.92983888,3569.280884,2172.274337,2785.792535,0.191490519,4.25619949
F1_2_15,432.8991004,24.24940131,18724.5807,26.29425507,3215.103051,1926.610713,2897.828361,0.123321998,4.47511946
F1_3_5,522.8511648,38.23675959,29965.98286,42.06214344,6748.367789,3464.089785,11187.88226,0.078350035,3.49588824
F1_3_6,497.8363619,43.34348633,28919.96768,42.54667911,6359.388301,3352.927373,9729.210832,0.129704817,0.77031341
F1_3_8,542.7575766,40.52591679,29415.58065,42.31519085,6246.471079,3345.453318,7295.719221,0.12624813,5.16608004
F1_3_9,481.5563034,37.17413166,28332.96832,40.22004281,6245.125775,3312.882754,8975.545791,0.042104348,2.52852792
F1_3_10,485.0068561,38.5315345,25892.50217,39.28756689,5562.72974,2963.273868,7619.405972,0.067182959,3.58456848
F1_3_11,399.9196766,39.32896522,23222.83013,33.33199091,5073.975029,2648.836693,8459.251489,0.030443694,1.27443951
F1_3_12,497.3205916,43.4797862,29351.17391,41.60354269,6410.304989,3274.721903,10477.42047,0.056079241,3.52095429
F1_3_13,526.049512,50.85614705,31057.23019,43.29270546,6843.277948,3456.179469,11486.50804,0.070589058,1.10890514
F1_3_15,485.4973916,47.20348645,29634.56651,43.12002301,6491.584543,3258.71726,11901.12636,0.057914776,4.31210979
F1_4_5,383.8930693,31.78895125,22937.38913,39.0430373,4791.717951,3133.31501,17101.48593,0.04046042,0.03287184
F1_4_6,392.7316979,34.29349413,23351.94064,43.43005552,4893.663254,3212.074606,16050.91837,0.215804593,1.12070081
F1_4_7,365.120925,35.10208645,21872.55944,40.88017593,4602.386168,3021.331762,16078.47297,0.075004727,0.0778711
F1_4_8,363.1352349,29.76321202,21681.08704,38.40437674,4670.437127,3132.656942,16068.61186,0.026489537,0.96500381
F1_4_9,361.0899687,32.08975331,21285.68276,38.75733362,4612.92216,3118.365374,15883.61767,0.026456938,1.15279307
F1_4_10,356.0996089,29.45394328,21324.70021,37.94191938,4467.5357,3002.832836,15453.29958,0.019517378,0.75182725
F1_4_11,348.3083864,29.52637346,21112.61242,37.76551499,4465.063217,3012.489427,15603.08692,0.007125537,2.0575597
F1_4_12,365.2447663,31.89737719,21803.23866,39.45827222,4577.389494,2954.713435,16568.34461,0.034206668,1.94481763
F1_4_13,395.6220459,30.60607262,23142.57899,40.03978341,4882.052491,3069.018719,17746.49302,0.017380239,0.06863557
F1_4_14,361.0093033,26.16130013,21654.1031,37.52132491,4558.145615,2944.288008,16316.16429,0.01884363,0.10296875
F1_4_15,394.0738843,29.07904766,23459.83754,42.78764897,5011.198574,3194.992353,18103.4834,0.013889203,3.77758759
F1_5_5,528.2499501,22.03073168,22695.09,62.05614883,9584.158142,5275.353993,39434.5666,0.017636458,1.21353812
F1_5_6,512.9300603,23.84902446,21605.61183,39.56037716,9122.349084,4849.939468,39407.08401,0.135452664,3.55637864
F1_5_7,446.6929082,18.40344588,17150.62859,39.89539592,6954.241254,3750.454657,31048.85389,0.137506267,3.22682961
F1_5_8,515.1003204,20.80056548,20003.9049,56.55245445,8473.055278,4435.933285,37983.27062,0.106217501,4.34331092
F1_5_9,351.7860301,14.06537126,14688.5089,32.90404585,5779.503909,3406.144392,23544.86556,0.001985626,4.14791374
F1_5_10,440.0820683,22.55553856,17563.10088,46.73505337,7434.471543,3979.19222,37042.10169,0.001985626,1.60019752
F1_5_11,478.3809323,22.16011743,21833.22493,44.60153486,8568.488159,5032.378185,32325.89977,0.015527819,2.5223805
F1_5_12,269.6753945,15.36139925,11643.61016,26.47102151,4556.864084,2547.859863,20519.80529,0.001985626,4.05911244
F1_5_13,407.9299546,29.87984001,17736.09371,41.93755977,6811.484416,3838.646266,34918.97551,0.252481396,1.60911948
F1_5_14,520.0570035,22.7357696,23098.7706,42.34824291,9794.742545,5136.475034,40546.71683,0.037464651,2.80896524
F1_5_15,423.6324854,26.68813366,17912.16676,57.07440007,6967.605881,3839.57264,34766.67873,0.057545761,4.53753096
F2_1_1,805.5,15.542,27480.5,81.2655,7540.0,5766.5,45956.0,0.412,1.15822226
F2_1_2,771.0,14.471,29416.5,68.286,7672.5,6270.0,23381.0,0.436,0.31699041
F2_1_3,774.0,14.046,30155.5,123.9835,7851.5,6460.0,24782.0,0.3805,0.58068853
F2_1_4,742.0,12.9,27499.5,66.2255,7018.5,5770.0,19764.0,0.3885,1.21502361
F2_1_5,805.0,14.7895,28982.5,66.401,7682.0,7761.0,22105.0,0.3865,1.04061422
F2_1_6,778.5,14.3625,29229.5,63.6615,7380.0,6281.5,21418.0,0.449,1.38413235
F2_1_7,768.5,13.71,28848.5,62.239,7501.0,6838.5,23153.5,0.3995,1.26157138
F2_1_9,829.0,13.65,30687.5,71.659,8035.0,6259.5,25332.5,0.392,1.06534349
F2_1_10,890.0,14.913,32620.0,71.84,8765.0,8523.0,23771.5,0.402,0.96941772
F2_1_11,760.5,13.97,28560.5,65.308,7318.5,6268.0,21060.0,0.366,0.62665565
F2_1_12,707.5,13.242,26721.5,56.699,6884.0,5738.5,19523.0,0.4145,0.97909089
F2_1_13,879.5,14.8735,39578.0,72.0885,7326.0,5927.5,20216.0,0.541,0.79429077
