SampleN,Ga_S,Rb_S,Li_S,Sr_S,Ba_S,Be_S,Cs_S,Ni_S,Sc_S,Ge_S,Hf_S,Nb_S,Ti_S,Zr_S,SumTS
D5_2_8,12.699,52.262,39.0625,97.1155,226.057,2.158,6.303,29.861,7.9295,3.884,0.6995,3.29,1129.5,13.9765,3.25343155
D5_2_9,12.7335,50.5625,40.802,98.545,222.792,2.191,6.3205,30.791,8.119,4.136,0.665,3.6145,1226.5,13.7425,7.53742623
D5_2_10,12.0435,46.859,38.6375,94.66,205.6705,1.9735,6.0275,30.362,7.6655,3.9935,0.593,3.639,1150.5,12.113,3.86161792
D5_2_11,11.5665,45.6035,38.3685,90.768,197.3,1.797,6.184,30.037,7.2265,3.7115,0.586,3.4635,1099.0,11.544,8.07512872
D5_2_12,12.143,48.0495,39.7235,88.6765,200.455,2.0435,6.0735,29.031,7.6105,3.8865,0.6925,3.415,1214.5,13.8165,9.41963296
D5_2_14,13.0345,52.4955,41.434,99.4335,241.0145,2.0065,6.3105,30.19,8.2285,4.0805,0.739,3.5355,1191.0,14.699,5.73565318
D5_2_15,12.018,47.9125,39.359,90.6515,214.6475,2.1975,6.319,30.092,7.596,3.818,0.6515,3.4805,1096.5,12.841,11.4314107
D6_1_1,14.235,47.339,30.5475,114.7175,190.1255,1.7225,5.8435,26.352,7.982,4.78,0.4315,3.9525,1697.0,11.724,6.70535024
D6_1_2,13.756,47.276,28.9095,110.112,186.6815,1.7545,5.559,25.0025,8.023,4.486,0.503,3.4855,1564.5,13.2305,3.06641411
D6_1_3,13.7195,47.281,29.0775,105.554,181.9815,1.6505,5.401,24.392,7.8325,4.4175,0.483,3.4965,1703.5,12.7705,3.25015117
D6_1_4,15.6395,54.823,32.504,119.899,207.248,1.9695,5.9485,27.3125,9.2005,5.112,0.569,3.879,1762.5,15.1825,3.41579536
D6_1_5,13.7935,49.157,28.32,111.5225,194.607,1.6015,5.7475,24.987,7.885,4.3995,0.5045,3.672,1582.5,13.1105,1.62641927
D6_1_6,14.017,46.4915,30.458,110.913,185.833,1.865,5.7425,26.438,8.083,4.6825,0.448,3.777,1648.0,12.3445,7.1263649
D6_1_7,11.8945,39.4,23.3605,102.802,165.4985,1.6165,5.213,23.298,6.212,3.8715,0.3235,3.263,1482.5,7.627,2.07730225
D6_1_8,13.646,45.1315,30.681,105.736,171.8775,1.695,5.364,25.7465,8.0225,4.685,0.399,3.524,1616.0,11.2435,3.01600937
D6_1_9,15.455,53.519,33.099,115.4485,201.6,1.956,5.921,27.0365,9.3145,5.058,0.5375,3.7185,1923.5,14.532,8.52748965
D6_1_10,14.38,50.0355,29.6495,114.3285,196.8625,1.9255,5.9385,26.834,8.4025,4.6555,0.487,3.7955,1599.0,13.348,3.07703019
D6_1_11,14.235,51.24,29.107,109.3645,200.4785,1.84,5.649,24.498,8.2715,4.592,0.564,3.3785,1767.5,14.061,1.71295371
D6_1_12,13.974,50.0745,26.871,111.2785,200.5055,1.693,5.84,24.8035,7.8955,4.3055,0.5215,3.558,1674.5,13.3305,2.47528879
D6_1_13,13.1395,45.2395,27.2375,106.538,182.6145,1.646,5.4715,24.1965,7.451,4.3175,0.449,3.365,1642.0,11.602,3.89301585
D6_1_14,13.473,45.7705,27.0675,108.2425,182.6705,1.7105,5.5435,24.274,7.3805,4.35,0.4615,3.721,1569.0,12.0205,1.62482696
D6_1_15,15.293,54.627,29.9695,119.8525,209.8625,1.815,5.9345,25.692,8.678,4.745,0.5535,3.1455,1960.0,13.9675,3.45660386
E1_1_1,12.5145,47.595,40.4705,65.2525,189.85,2.308,6.2075,35.1495,7.539,4.0605,0.393,3.061,1109.0,3.8175,1.07059443
E1_1_3,17.015,71.6955,59.5555,103.1495,258.8785,3.082,7.991,40.896,11.849,5.5305,0.661,4.751,1850.5,15.3515,5.86022787
E1_1_4,17.049,70.561,50.401,96.112,260.308,2.161,8.5325,40.326,10.7455,5.571,0.2715,4.8485,1266.5,12.194,5.03214112
E1_1_5,16.5395,74.506,57.5605,86.9015,260.43,2.9715,7.94,39.1605,11.79,5.161,0.683,4.5355,1426.0,15.567,2.30807107
E1_1_6,17.6015,71.64,53.221,102.637,256.6775,2.111,8.4695,42.052,11.085,5.9295,0.2525,4.792,1295.0,12.056,2.02384006
E1_1_7,15.734,62.208,59.2875,88.786,221.513,2.9385,7.16,40.0005,10.9305,5.3825,0.5355,4.142,1510.5,11.182,10.2252121
E1_1_8,15.797,69.083,55.421,98.1465,246.65,2.8555,7.506,37.835,11.0895,5.051,0.6425,4.0945,1587.0,14.16,3.69559448
E1_1_9,17.2345,71.0465,60.7705,85.5425,252.9785,2.805,7.941,42.1665,11.873,5.7355,0.6275,4.746,1724.0,14.5415,3.13585735
E1_1_10,16.3365,65.276,49.425,90.2765,243.911,2.0095,8.0655,39.3785,10.0765,5.3845,0.21,4.3495,1155.5,9.804,1.68870064
E1_1_11,15.9195,67.2715,52.485,77.8565,234.0555,2.8425,7.443,37.371,10.556,5.1955,0.561,4.054,1393.5,11.7735,2.03966979
E1_1_12,15.978,66.0055,54.3825,87.984,228.919,2.7935,6.97,36.6615,10.719,5.1415,0.6495,3.837,1505.5,14.2545,2.79884659
E1_1_14,19.7885,89.314,66.562,115.8705,304.305,3.2605,8.8845,44.0225,14.142,6.0625,0.7815,4.3535,1840.5,18.9,11.424152
E1_1_15,15.2425,62.251,45.697,85.3855,215.6165,2.6415,6.9455,36.827,9.6255,4.8695,0.4385,3.5,904.0,6.618,4.74767186
E1_2_1,13.433,55.643,40.606,95.8315,218.5435,1.7635,6.5165,31.3985,8.9175,4.1475,0.3555,4.014,1368.0,13.0065,1.15542421
E1_2_2,15.6395,48.6095,38.744,32.6615,198.87,1.822,4.426,33.0695,8.0305,5.284,0.262,3.013,894.0,12.692,0.86616983
E1_2_3,13.15,53.3815,38.1015,97.371,211.7135,1.9305,6.3785,29.6815,8.53,3.8315,0.4525,3.715,1330.0,13.94,1.39809808
E1_2_4,12.736,51.219,38.529,97.899,210.648,1.496,6.2745,29.4315,8.073,3.7725,0.3115,3.8885,1209.5,11.8015,8.20584125
E1_2_5,14.4155,56.6075,43.558,119.0315,233.695,1.3755,6.9415,33.878,9.3675,4.3395,0.4275,4.3915,1392.5,14.6495,1.10455522
E1_2_6,16.3185,72.7655,50.538,116.888,284.7055,2.2075,7.582,33.764,11.4305,4.715,0.5835,4.693,1682.0,18.116,1.14393954
E1_2_7,14.7735,60.5635,45.31,90.411,238.594,1.8885,7.0985,33.268,9.492,4.0945,0.443,4.18,1399.5,14.763,1.69337159
E1_2_8,13.7765,57.3575,42.0715,104.967,232.2585,1.5605,6.7385,31.2085,8.8545,4.111,0.373,3.983,1361.0,13.385,5.73956907
E1_2_9,13.41,54.2375,42.1355,100.427,219.6935,1.9925,6.5735,30.753,8.9515,3.79,0.46,4.1015,1031.5,14.22,2.84290919
E1_2_10,12.685,53.8925,40.2095,85.4045,213.119,1.7895,6.294,28.6085,8.303,3.58,0.4525,3.5505,1332.5,13.529,2.38185324
E1_2_11,13.8525,56.7465,39.712,97.7625,229.011,1.798,6.691,31.243,8.634,3.9615,0.342,3.5855,1343.5,11.7635,1.70061617
E1_2_12,18.1005,80.959,55.143,121.2345,297.249,2.535,8.441,38.8065,11.95,5.2675,0.5165,4.6045,1603.5,17.3055,1.61072866
E1_2_13,19.448,88.2915,60.6135,108.3845,302.381,2.5935,8.756,39.9985,13.5425,5.2655,0.5205,3.976,365.0,18.75,4.66326434
E1_2_14,13.236,54.544,40.0645,95.6475,216.731,1.7145,6.4945,29.985,8.4115,3.784,0.364,3.9395,1304.0,13.0725,1.12318879
E1_2_15,15.525,66.0145,48.372,93.1285,255.4675,2.1945,7.347,33.869,10.1975,4.448,0.5055,4.32,1146.0,15.936,2.63548827
E1_2_16,14.3255,62.733,43.5425,106.087,251.026,1.8235,6.965,31.625,9.2505,4.1845,0.4715,3.8385,1330.5,14.6865,2.2543148
E1_3_1,15.1825,58.459,51.3805,74.426,222.8805,2.625,7.13,38.5265,9.8205,5.08,0.518,4.2565,1510.5,10.3865,1.05125752
E1_3_2,16.7685,61.654,52.479,75.363,228.555,2.107,7.3945,40.431,10.375,5.299,0.1535,4.2475,1494.5,8.379,2.95721996
E1_3_3,20.7025,81.551,66.488,93.4625,281.9435,2.4905,8.7555,47.072,13.9435,6.4595,0.277,4.9695,1649.0,14.6695,3.83958773
E1_3_4,17.716,66.4695,56.31,80.97,240.467,1.99,7.673,41.9195,11.395,5.699,0.2025,4.844,1543.0,10.781,4.64433095
E1_3_5,17.8075,65.4635,54.76,86.5505,243.615,2.1745,7.826,43.8315,11.1945,5.6395,0.1365,4.6355,1469.0,7.411,4.0350139
E1_3_6,17.153,70.889,56.32,88.4015,255.082,3.14,7.775,40.1355,11.492,5.4945,0.5925,4.3635,1491.0,13.5345,1.81668113
E1_3_7,17.3175,64.096,53.207,79.591,233.779,2.116,7.416,40.9715,11.0185,5.5965,0.203,4.817,1305.5,11.194,5.89870751
E1_3_8,16.064,64.257,52.4815,74.5275,238.6525,2.7605,7.567,39.6815,10.5905,5.279,0.517,4.238,1472.5,10.6885,2.60062611
E1_3_9,17.48,65.566,58.344,75.9115,236.58,2.5465,7.6905,42.7915,11.5265,5.5635,0.227,4.5755,1415.5,11.8515,1.39874183
E1_3_10,16.723,66.7325,56.665,84.3625,247.732,2.6165,7.9365,42.443,11.224,5.5815,0.5475,4.5265,1515.0,12.001,1.68013707
E1_3_11,18.5185,70.8545,58.145,85.6915,251.8585,2.5645,7.9595,43.366,12.145,5.8155,0.25,4.7095,1421.5,13.3395,1.28263163
E1_3_12,20.6015,83.967,62.27,96.883,292.426,2.8505,8.6835,45.508,13.55,5.9805,0.324,4.242,1636.0,15.5875,0.66807115
E1_3_13,17.358,64.7225,56.241,80.5975,237.953,2.3295,7.6775,42.4795,10.966,5.61,0.202,4.6305,1698.5,9.277,5.34901738
E1_3_14,15.663,68.001,52.531,92.69,247.9825,2.8895,7.8355,38.816,10.6325,5.0045,0.573,4.2665,1471.5,12.457,0.71922247
E1_3_15,20.927,85.7905,64.6745,92.142,293.2475,2.816,8.6075,45.488,14.246,6.377,0.4405,4.49,1662.0,18.281,1.16800526
E1_3_6d,14.725,56.3395,49.9785,73.61,215.953,2.375,6.956,37.238,9.2195,4.9595,0.5405,4.4005,1257.0,10.3755,4.31359254
E2_1_1,14.4725,53.2135,44.614,66.994,219.6425,1.9445,6.9225,34.7785,8.6385,4.8105,0.2835,4.014,751.0,12.0145,7.38994552
E2_1_2,17.721,67.2795,60.056,84.0635,254.6435,2.568,7.9385,41.6375,11.616,5.8265,0.3415,4.349,1006.5,15.341,4.26503166
E2_1_3,14.5215,55.473,43.741,72.794,228.646,1.825,7.0885,34.6705,8.7915,4.6835,0.256,3.979,720.0,11.4895,4.76498164
E2_1_4,15.1785,55.4385,47.2555,75.7655,229.6535,2.185,7.319,37.615,9.3815,5.193,0.263,4.1205,714.5,11.598,4.1639593
E2_1_5,13.95,52.996,43.7735,78.6525,222.3185,1.914,6.866,34.549,8.554,4.6,0.2395,4.005,671.5,10.812,1.11159356
E2_1_7,14.3635,55.353,44.026,89.3895,231.9055,1.868,7.149,35.6905,9.1045,4.7165,0.2215,4.1655,766.5,10.8675,1.32375669
E2_1_8,14.701,56.0345,45.4335,88.6545,237.602,2.0335,7.361,36.951,8.9555,4.978,0.202,4.1235,751.5,10.22,0.51369813
E2_1_9,14.9485,58.055,45.353,89.337,236.3795,2.3515,7.152,37.66,9.0575,4.5125,0.3955,2.5075,820.5,4.36,4.71523518
E2_1_10,13.9705,52.5295,44.424,85.9225,221.806,2.3975,6.774,37.268,8.6135,4.418,0.4015,2.7385,815.5,4.422,4.20438344
E2_1_11,13.049,47.0465,43.781,78.086,207.345,2.2235,6.143,37.5485,8.0935,4.393,0.421,3.079,752.0,4.6335,0.59229868
E2_1_12,13.2355,48.327,42.5555,78.3695,213.5155,2.5815,6.2625,36.5355,7.681,4.3525,0.412,2.8365,738.5,3.871,1.65755708
E2_1_13,15.563,55.8735,51.423,90.84,228.368,2.3585,6.9945,38.704,9.985,5.273,0.26,4.5285,903.5,12.1085,1.29837407
E2_1_14,13.4055,49.142,43.9665,81.6175,210.5085,2.2465,6.3185,36.8835,8.456,4.533,0.4435,3.381,772.0,5.711,1.60175865
E2_1_15,16.1965,66.5195,51.1175,96.602,264.188,2.0055,8.108,38.038,10.24,5.2665,0.3015,4.4975,841.0,13.659,2.59010553
E2_2_1,19.5925,63.723,49.927,44.974,307.833,2.312,5.8285,41.0485,10.6595,6.4975,0.561,3.212,1090.5,20.055,0.81161576
E2_2_2,15.1255,69.434,44.4985,93.8695,285.064,1.7925,8.008,31.9615,9.266,3.6585,0.382,3.857,1481.0,13.8115,1.28070683
E2_2_3,15.8995,73.973,45.4835,97.2585,306.728,1.7855,8.136,33.3955,9.887,3.859,0.4085,3.5255,1622.0,13.6195,0.4774581
E2_2_4,16.155,64.54,47.248,93.7885,246.9675,1.9105,7.6335,37.295,10.354,4.394,0.2615,3.94,1449.5,11.9395,1.32292036
E2_2_5,13.1145,51.617,32.0135,61.391,211.902,1.51,4.8565,24.202,6.6825,3.475,0.5115,2.7635,1064.5,15.1815,2.09092202
E2_2_6,21.1445,90.11,62.4195,73.9495,335.1865,2.687,7.1275,47.632,12.781,6.8235,0.7045,4.068,1562.0,27.578,1.26774612
E2_2_7,16.388,74.443,49.859,101.83,307.3285,1.7805,8.27,34.741,10.596,4.032,0.4075,4.0815,1593.0,14.448,2.73258433
E2_2_8,15.7255,64.114,48.1695,99.5275,252.976,1.9205,7.6135,35.9975,10.3785,4.3605,0.329,4.283,1178.0,13.303,1.23709359
E2_2_9,14.098,63.648,41.0325,97.6135,265.426,1.5755,7.481,30.2965,8.8875,3.409,0.3495,3.4105,1498.5,12.18,1.29825364
E2_2_10,14.4895,65.1715,42.3265,99.1075,270.474,1.7265,7.4315,30.9275,8.941,3.607,0.416,3.5675,1454.0,14.0395,1.05268791
E2_2_11,15.2,59.19,42.734,103.9735,238.487,2.0535,7.4175,36.271,9.56,4.298,0.261,4.1435,1023.5,9.7275,1.09382854
E2_2_12,16.528,77.3855,50.329,105.165,313.9485,2.0455,8.3835,34.259,10.7765,4.2105,0.597,4.2585,1696.5,18.1665,1.3743497
E2_2_13,14.028,61.154,43.983,93.176,253.1355,1.9215,7.3575,31.8965,8.703,3.578,0.2765,3.969,1488.5,11.3485,0.60128121
E2_2_14,14.8535,67.25,45.324,90.6325,274.8595,1.758,7.6805,32.3675,9.361,3.818,0.3805,3.7275,1540.0,13.731,2.27542339
E2_2_15,15.7265,70.6715,45.1575,100.472,293.342,1.899,8.02,33.1115,9.949,3.9335,0.4135,4.1445,1545.5,14.55,0.30751923
E3_1_1,12.3255,42.8205,37.3415,113.0875,189.8585,1.5255,5.955,31.318,7.562,4.175,0.273,3.522,681.5,11.4755,4.00362416
E3_1_2,16.4355,70.378,46.3865,136.5295,280.502,2.048,7.5875,33.74,10.4625,4.9185,0.5475,3.6835,827.0,17.626,1.50549623
E3_1_3,15.0845,55.353,48.478,137.937,233.929,2.1455,7.17,37.659,9.8795,4.895,0.2715,4.4125,805.0,12.9065,5.7519008
E3_1_4,15.7925,62.461,52.267,150.073,257.8665,2.165,7.5535,37.139,11.0145,5.082,0.443,4.276,880.5,16.762,1.38968652
E3_1_5,14.293,48.612,47.954,151.677,227.203,1.897,6.98,38.3855,9.4675,4.894,0.315,4.282,729.0,13.437,0.6920387
E3_1_6,12.0095,40.9745,37.994,124.514,193.499,1.5165,5.9585,32.2905,7.34,4.177,0.195,3.251,612.5,9.104,4.42900562
E3_1_7,14.121,49.8115,43.9515,128.7905,212.7125,1.7875,6.591,34.6365,8.9115,4.6945,0.2595,4.143,797.0,12.3715,2.24238862
E3_1_8,15.9375,64.07,48.5505,149.22,258.2015,2.008,7.4905,36.454,10.695,4.988,0.4395,4.043,872.5,16.4605,4.13709612
E3_1_9,13.646,51.688,41.1415,126.707,216.4485,1.6775,6.533,32.0775,8.7985,4.4035,0.3625,3.663,732.0,13.7475,1.45303041
E3_1_10,13.721,52.656,42.0995,130.861,226.219,1.6235,6.7725,32.9355,8.8225,4.409,0.3935,3.7645,735.0,14.5725,3.04831955
E3_1_11,12.406,43.378,37.7055,121.0995,197.1535,1.6445,6.1475,32.157,7.4525,4.2185,0.1635,3.437,618.5,8.3345,0.88716836
E3_1_12,13.927,48.4335,45.523,138.253,215.6715,1.9245,6.678,36.13,9.1355,4.7145,0.296,4.1555,810.5,13.112,1.8003643
E3_1_13,14.14,48.967,45.891,129.2115,211.8955,1.677,6.56,36.6555,9.286,4.887,0.26,4.2145,815.5,12.2795,1.88565463
E3_1_14,12.8025,44.762,41.8805,126.6195,203.3375,1.576,6.3575,34.2695,8.2,4.524,0.236,4.028,674.5,11.0725,0.39901409
E3_1_15,15.088,55.704,49.2055,143.968,238.694,1.8555,7.309,37.531,9.9895,4.9475,0.373,4.254,767.5,14.994,5.00402622
E3_2_1,16.1245,63.2795,48.123,91.5135,258.4875,2.2375,7.356,36.804,10.353,4.273,0.352,4.7385,1500.5,14.9695,1.9901615
E3_2_2,18.47,75.3515,57.005,102.526,306.1725,2.246,8.1335,39.4655,12.427,5.0725,0.541,4.915,1494.0,19.045,0.64213034
E3_2_3,15.108,58.854,47.0845,86.4685,239.5335,1.9465,6.7685,33.953,9.7225,4.232,0.331,4.405,1508.5,14.043,0.83160815
E3_2_4,18.08,76.967,52.874,99.796,308.8055,2.3075,7.9805,36.552,11.927,4.716,0.636,4.8955,1616.0,19.828,1.04412938
E3_2_5,16.5075,70.9225,48.6805,97.0975,285.9005,1.9,7.373,34.338,10.9645,4.195,0.5785,4.478,1632.5,18.1515,1.16820574
E3_2_6,14.307,55.0425,41.3475,98.076,231.969,1.7245,6.5795,32.463,8.903,3.5745,0.257,4.7375,1268.5,12.257,1.8362848
E3_2_7,15.948,60.8575,50.4195,90.815,253.751,2.0475,7.258,37.173,10.0805,4.4025,0.303,5.1185,1447.0,14.1395,4.3610527
E3_2_8,17.436,72.2245,51.2895,92.6305,290.408,2.1645,7.612,36.6495,11.7645,4.6005,0.5755,4.5095,1635.5,18.4915,2.11031329
E3_2_9,13.6145,50.962,43.063,79.493,219.8575,1.8235,6.499,32.273,8.3405,3.393,0.1865,4.463,1259.0,9.8235,3.10096413
E3_2_10,14.5455,55.883,46.7445,79.065,235.6455,1.7985,6.945,34.855,9.181,3.6605,0.224,4.5365,1357.5,11.465,1.34289804
E3_2_11,15.5515,59.1805,48.408,87.4185,246.355,1.808,7.0945,36.3135,10.0895,4.3325,0.2425,4.613,1539.0,11.918,0.87478055
E3_2_12,17.8365,72.1815,52.1475,94.6545,294.191,2.073,8.141,38.764,11.336,4.573,0.428,4.4255,1586.0,16.3955,1.24667498
E3_2_13,16.4015,64.425,50.696,91.127,267.47,2.2675,7.5645,43.7865,10.8675,4.73,0.3575,4.724,1467.5,15.3695,1.4128532
E3_2_14,15.986,63.4225,49.6315,88.001,257.825,2.0045,7.2295,36.1345,10.551,4.415,0.3895,4.5725,1461.5,15.4185,1.78021672
E3_2_15,17.72,71.1485,55.631,98.0435,287.015,2.486,7.975,39.7415,11.496,4.7365,0.453,4.8155,1546.0,17.261,1.34587289
E4_1_1,14.2365,50.5455,44.8845,91.0145,204.76,1.999,6.204,34.3405,9.0395,4.148,0.257,4.7315,1462.0,12.123,0.77961254
E4_1_2,15.686,59.521,48.3985,101.0075,233.2685,2.1885,6.9455,36.583,10.3915,4.713,0.3935,5.322,1496.5,15.2525,0.70075456
E4_1_3,16.108,61.015,48.557,101.9225,236.64,2.1025,6.902,36.4125,10.2925,4.576,0.419,4.953,1587.0,15.902,2.19838191
E4_1_4,14.878,58.957,44.6645,92.5115,230.2905,1.9625,6.43,32.939,9.6385,4.146,0.4795,4.381,1281.0,15.9205,1.9980857
E4_1_6,12.837,48.1745,40.1725,87.4575,207.024,1.798,6.1205,30.831,7.7575,3.217,0.2795,4.3315,1269.5,11.704,1.85866869
E4_1_7,15.3865,57.496,46.351,99.8085,240.8485,1.921,6.6295,35.4835,10.002,4.5665,0.405,4.8685,1464.0,15.4295,1.19227289
E4_1_8,16.3375,63.0835,48.5095,101.294,242.8505,2.3645,7.063,35.958,10.4815,4.835,0.399,4.906,1537.5,15.408,1.9076631
E4_1_9,14.5455,53.6025,44.592,91.1255,211.8575,1.9135,6.2605,33.571,9.244,4.141,0.326,4.6725,1505.0,13.7645,0.89108498
E4_1_10,15.8215,60.9135,45.9935,103.6155,242.6805,1.9755,7.0645,35.976,10.212,4.39,0.4565,5.074,1624.0,16.08,1.22036853
E4_1_11,15.949,66.317,46.4265,99.588,253.203,1.883,6.7925,33.1665,10.709,4.29,0.554,4.5465,1551.5,17.498,1.7132571
E4_1_12,16.5,62.6705,50.1915,101.189,243.5595,2.4335,6.9915,36.275,10.682,4.7845,0.4355,4.9525,1447.5,16.353,1.63599715
E4_1_13,14.5285,54.598,44.053,91.018,216.1995,1.6155,6.2975,32.796,9.333,4.1945,0.3725,4.3935,1359.5,14.3755,0.63264821
E4_1_14,15.8165,63.1105,46.1335,100.4115,241.8285,2.038,6.8685,34.8625,10.381,4.299,0.481,4.8145,1583.0,16.5225,1.39577132
E4_1_15,15.8745,58.8045,48.189,102.5905,235.589,1.8965,6.8335,37.2935,10.1795,4.8615,0.3765,4.9615,1336.5,14.901,2.22277218
E4_1_16,14.4015,52.942,44.0645,92.005,209.6385,1.5535,6.1955,33.5865,9.1395,4.0545,0.3245,4.769,1326.5,13.6815,0.76860386
E4_2_1,13.8095,57.9645,44.0385,99.549,217.1135,1.8895,6.4145,28.937,8.5915,3.714,0.4125,3.4655,862.0,13.912,5.80382255
E4_2_2,13.908,54.7,37.952,99.384,212.251,1.6635,6.262,29.9785,8.15,3.6685,0.201,2.503,641.0,8.102,15.6538095
E4_2_3,14.3545,60.307,42.645,113.9625,227.107,1.8035,6.3205,54.055,9.033,3.9065,0.432,3.653,869.5,14.3665,1.38006103
E4_2_4,14.148,58.317,43.197,122.82,230.1285,1.6695,6.191,29.2195,8.616,3.9315,0.4295,3.3455,947.0,14.152,1.40292726
E4_2_5,15.075,65.8595,43.4065,118.6295,251.7965,1.7525,6.478,28.384,9.3075,3.8555,0.5885,3.678,761.5,16.944,8.5226493
E4_2_6,14.24,62.1995,41.2645,125.6015,243.876,1.65,6.0725,26.7005,8.857,3.648,0.5125,3.138,536.5,15.042,3.62808599
E4_2_7,13.663,56.123,40.911,108.4735,214.5695,1.6565,6.13,28.49,8.4685,3.668,0.4145,3.407,1084.0,13.828,4.00244019
E4_2_8,14.011,58.446,41.589,131.494,236.231,1.6315,6.005,27.7295,8.595,3.7565,0.4735,3.287,575.5,14.518,3.83780196
E4_2_9,14.723,63.246,43.5665,127.7055,241.229,1.943,6.166,28.8445,9.498,4.0295,0.5415,3.5675,1263.0,16.033,2.0471743
E4_2_10,14.4075,59.685,40.1155,144.7955,254.96,1.461,6.1765,28.8525,8.678,3.976,0.459,3.5985,746.5,14.3475,3.33295367
E4_2_11,13.441,50.3395,37.3185,130.751,208.6235,1.451,5.958,30.197,7.572,3.6035,0.1585,2.7365,692.0,6.7045,0.85418091
E4_2_12,14.3965,58.11,42.0305,111.1415,219.7695,1.9785,6.1275,46.1425,8.847,4.0425,0.3725,3.107,918.5,12.5385,2.50460064
E4_2_13,13.8775,56.5835,42.6855,120.834,211.811,1.878,6.1085,31.308,8.717,3.9495,0.3225,3.3935,1012.5,12.0305,2.16205436
E4_2_14,14.491,59.934,40.851,104.375,218.351,1.5585,6.3855,30.0845,8.8395,3.708,0.1945,2.242,728.5,7.577,2.32246065
E4_2_15,13.237,50.805,36.062,112.281,202.8045,1.5305,5.6555,28.761,7.5145,3.4615,0.1805,2.2515,645.0,7.223,3.18853951
E5_1_1,10.977,38.108,29.463,79.2595,110.324,1.0875,3.2445,16.569,5.4355,3.4765,0.2955,9.0695,1358.5,7.581,3.25271243
E5_1_2,12.9755,44.0715,35.628,100.954,136.124,1.046,3.752,18.4345,6.2395,3.9295,0.377,8.6285,1564.0,9.129,7.04415637
E5_1_3,11.4355,37.6725,30.6175,82.4075,110.47,0.8825,3.235,17.192,5.3155,3.674,0.316,9.0155,1652.0,8.0575,4.24215058
E5_1_4,15.274,51.9755,39.0595,103.6765,149.512,1.487,4.196,20.6845,7.3215,4.5755,0.415,8.5315,1772.5,10.4275,2.70970801
E5_1_5,14.189,44.21,33.6815,98.636,129.0975,1.1695,3.7795,19.143,6.1345,4.282,0.363,10.405,1783.0,8.928,11.2028313
E5_1_6,10.44,35.808,30.4015,72.0965,104.7435,1.1065,3.177,16.704,4.4125,3.2635,0.137,6.816,1387.5,4.8785,2.24636839
E5_1_7,12.4865,42.1795,35.356,89.2295,124.6225,1.247,3.725,21.5755,5.7225,3.91,0.2355,9.228,1641.5,7.71,9.36123363
E5_1_8,11.677,39.711,31.78,91.48,119.656,0.8615,3.377,16.8375,5.6185,3.7415,0.3185,8.139,1602.0,8.169,4.48405712
E5_1_9,12.396,43.0925,37.158,94.1335,131.691,0.995,3.925,20.4905,5.983,3.899,0.252,9.3375,1521.0,7.932,4.47168245
E5_1_10,15.58,50.27,40.814,103.8105,143.2575,1.475,4.001,20.572,7.3845,4.883,0.3855,10.1165,1833.5,10.0395,1.72144927
E5_1_11,12.6925,47.933,37.326,89.0385,134.976,0.945,4.2185,20.2155,6.302,3.7665,0.3095,7.9565,1557.5,8.6675,1.23493703
E5_1_12,14.7115,49.918,39.061,110.8465,151.593,1.0945,4.155,20.9485,7.193,4.307,0.387,8.147,1729.0,10.1025,9.07289648
E5_1_13,13.8365,45.6965,34.3285,91.666,134.194,1.0885,3.9495,20.7445,5.9115,4.076,0.157,7.4065,1467.0,5.5715,7.2401311
E5_1_14,14.67,50.3265,41.5795,102.3285,143.8535,1.497,4.0965,20.6595,7.382,4.481,0.393,10.592,1913.5,10.4125,4.04144274
E5_1_15,14.443,51.927,44.2375,104.815,152.418,1.3935,4.533,22.46,7.6415,4.314,0.392,9.1565,1723.5,10.675,8.14679163
E5_1_16,14.806,47.802,34.994,99.6865,137.3195,1.098,3.978,20.7105,6.82,4.578,0.3615,10.708,1835.5,9.754,5.42978468
E6_1_5,4.28626807,19.83066874,8.59505208,23.59933733,110.7842932,0.427723807,2.887909171,18.83356151,2.828952482,1.201836904,0.01363859,1.328106077,395.2421694,0.55200489,2.27213762
E6_1_6,4.41242921,19.76159673,8.660454848,20.38668187,100.1921397,0.441669113,2.924771348,17.40723355,2.914623772,1.268930797,0.035583095,1.38722914,425.5533149,1.680745364,2.54840314
E6_1_7,4.539006664,20.57231137,8.809507624,22.06231759,102.7556153,0.432858612,2.983318654,17.92843782,3.029077131,1.291668432,0.042627171,1.488866962,444.339738,2.125339878,4.32821903
E6_1_8,5.05842404,22.8665427,9.371699895,22.37699589,111.8412581,0.565357827,3.447063179,19.84796804,3.369465372,1.415969439,0.044060319,1.675101287,506.0839335,2.105865408,1.19641036
E6_1_9,5.538676885,26.35503547,10.6874911,25.67835587,125.3015011,0.579462854,3.97976443,22.32294567,3.796746721,1.561751503,0.059745919,1.998702583,567.7699348,2.732173722,3.92951746
E6_1_10,5.814698151,27.30579521,11.78550558,29.73373551,142.1374327,0.749360964,4.212737808,24.24157424,3.926378479,1.586426209,0.050403379,2.059829448,594.1278769,2.289879116,6.02009035
E6_1_11,6.117784217,27.39874372,11.40782629,33.0114127,141.146427,0.629552563,4.092936943,24.63827564,3.920076947,1.742306785,0.044325273,2.096593168,598.2518765,1.922777809,3.35163018
