SampleN,Y_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Th_S,SumTS
A5_2_5,9.466443367,24.96517277,51.86314271,6.098626512,22.93259005,4.202168651,0.72875348,3.853633221,0.451770685,2.238577613,0.394630182,1.050868212,0.871366928,7.765345458,13.8006457
A5_2_6,10.58577765,22.80709796,46.92300194,5.472934872,20.79077823,4.089585377,0.749479106,3.840076436,0.473667653,2.402085279,0.436459052,1.193271443,0.951785093,7.061055635,15.9131394
A5_2_7,5.844544821,13.3209707,27.08501406,3.230637255,12.24046952,2.343744222,0.445703938,2.179713414,0.288850914,1.346692068,0.258967144,0.653408198,0.53427557,4.069842507,9.52888762
A5_2_8,6.03097778,13.60498195,27.79417445,3.287438733,12.54403098,2.421984709,0.447073025,2.217264521,0.273263951,1.371672088,0.245973775,0.65155549,0.509029927,4.711703686,12.3230494
A5_2_9,7.267198468,17.51470659,35.48163901,4.144853013,15.62250357,2.940967556,0.533359518,2.664588178,0.32780502,1.66075749,0.29160834,0.776378806,0.819233332,5.381102262,10.2371666
A5_2_10,5.4720064,12.98470452,26.2696595,3.086734637,11.74991793,2.232176826,0.382043832,2.028503072,0.24861685,1.215338769,0.216458587,0.568520993,0.45267787,3.85779001,10.5598095
A5_2_11,5.618124702,11.93688418,24.16197665,2.837844423,10.75693205,2.0844571,0.382553088,1.910229609,0.24157674,1.232569083,0.218790701,0.582906911,0.481975625,3.399913209,2.64643363
A5_2_12,6.073092406,13.38407329,27.28911518,3.220737866,12.22592033,2.384835662,0.435794149,2.143017213,0.261849673,1.376377406,0.243760194,0.642585365,0.52133134,3.931358077,12.8053526
A5_2_13,5.669165432,13.38961015,27.02777881,3.187200783,12.0294807,2.26564514,0.406981532,2.025106099,0.255894854,1.29265288,0.225895446,0.591670291,0.490037459,4.915811506,9.17975548
A5_2_14,6.682428562,15.4228365,31.57438322,3.657401108,13.79000691,2.625865475,0.462031215,2.465880248,0.295908493,1.498672856,0.263390966,0.698657987,0.553447312,4.653430625,15.323941
A5_2_15,5.733230615,12.67643172,25.71958633,2.995614476,11.38985717,2.159835951,0.410871625,1.991360826,0.246815161,1.278496593,0.22319516,0.598241156,0.484725236,3.63521206,14.6181507
A5_2_16,7.420960027,17.30484131,36.08605201,4.300358059,16.276744,3.016965889,0.500345864,2.685313177,0.329662081,1.667857211,0.294615468,0.775628175,0.627454547,5.553711009,11.4306093
A5_3_4,7.772329554,17.15994272,35.16421342,4.081542675,15.52130008,3.062288491,0.554016743,2.778692284,0.340832216,1.707491146,0.304938197,0.817239899,0.659518158,5.095276651,13.1229181
A5_3_5,8.309260864,18.98217768,38.75470564,4.537369253,17.31489979,3.324252259,0.59787014,3.045645357,0.371113961,1.85617711,0.328373821,0.881656133,0.689989515,5.566200068,5.89808975
A5_3_6,6.511301622,14.81507025,30.29574717,3.546336733,13.43163039,2.587644853,0.454302843,2.316302801,0.283915542,1.444832057,0.251415137,0.657174643,0.526163006,4.257482548,8.17340101
A5_3_7,6.763220648,14.87119846,30.68322116,3.554419973,13.43805131,2.560773864,0.458507079,2.358374265,0.293595647,1.489672928,0.255241192,0.683797202,0.551716901,4.010655759,11.2357642
A5_3_8,6.171819091,13.28075686,27.05217431,3.183252338,11.86682182,2.346046835,0.439298222,2.083643328,0.294850776,1.344395894,0.272801203,0.65663389,0.534981242,3.868170284,6.71893528
A5_3_9,6.083763399,14.17427816,28.90677914,3.358747346,12.62602135,2.418406647,0.4356943,2.181610608,0.268958983,1.38245527,0.23904507,0.628684879,0.50728484,3.940622759,14.8336788
A5_3_10,8.584773879,19.38621944,39.57396031,4.587262527,17.37476564,3.349654413,0.602155847,3.071267208,0.381659556,1.914753745,0.338865744,0.894870888,0.728444336,5.57498295,7.89675979
A5_3_11,7.556502675,17.20333424,34.98454117,4.035182778,15.41154337,2.954871238,0.534263593,2.703288455,0.331587454,1.673960472,0.301998529,0.796529522,0.633557643,4.893517667,9.28840264
A5_3_12,8.225701959,18.27931491,37.22980203,4.322549908,16.50539603,3.142424721,0.571410986,2.837794104,0.357600561,1.775614392,0.317371737,0.825525051,0.665292817,4.993765845,11.5495939
A5_3_13,7.231155628,16.13621101,32.8843738,3.829542617,14.58316292,2.834096308,0.504292133,2.536419229,0.312169528,1.592885241,0.275889958,0.743270154,0.597648022,4.602116912,11.0298568
A5_3_14,8.722715501,20.51006922,41.84068042,4.834922646,18.44301552,3.508387579,0.646137044,3.219576779,0.39251310699999997,1.988984175,0.352194261,0.926347865,0.742196735,5.818127193,13.2416985
A5_3_15,8.528723861,19.33576583,39.68141576,4.646896535,17.52314887,3.342332382,0.602277549,3.04793105,0.382710582,1.939775818,0.34258323,0.884974705,0.72509488,5.670924453,10.8381637
B2_2_8,13.4435,27.03,56.964,6.217,23.9535,4.411,0.735,3.644,0.453,2.5755,0.4465,1.2715,1.056,7.09,0.86013661
B2_2_9,13.8305,28.202,59.3435,6.5285,25.038,4.603,0.77,3.6915,0.464,2.6605,0.467,1.3365,1.1365,6.874,2.53586201
B2_2_10,13.204,29.749,65.202,6.8095,25.9765,4.6355,0.774,3.696,0.4575,2.556,0.4465,1.275,1.0645,9.815,0.81259666
B2_2_11,14.2415,34.3415,70.922,7.754,29.387,5.147,0.799,4.0525,0.4985,2.727,0.4725,1.341,1.1215,9.9835,1.20238711
B2_2_12,12.4575,27.154,57.6285,6.237,23.825,4.281,0.685,3.464,0.43,2.3975,0.416,1.1745,0.971,7.1155,2.93275107
B2_2_13,17.044,41.706,87.8855,9.212,34.7815,6.171,0.9905,4.874,0.597,3.301,0.5695,1.5855,1.244,19.229,2.57547244
B2_2_14,22.494,35.5495,75.575,8.559,33.94,6.665,0.9475,5.7115,0.752,4.382,0.757,2.1295,1.639,7.08,1.98345004
B2_2_15,14.0725,27.2275,56.793,6.2045,23.622,4.3505,0.749,3.599,0.455,2.6115,0.464,1.3485,1.1775,6.9595,0.80849201
B2_3_1,17.434,60.888,129.999,14.2245,52.641,9.1215,1.4075,7.3,0.8745,4.431,0.727,1.885,1.3715,15.0525,3.92223082
B2_3_2,15.535,50.3785,107.7355,12.03,44.706,7.828,1.323,6.368,0.763,3.8845,0.641,1.6655,1.2235,12.7245,1.99140431
B2_3_3,14.2205,40.026,87.023,9.604,36.238,6.5095,1.105,5.3105,0.655,3.4245,0.5905,1.5885,1.2335,16.1725,2.50644711
B2_3_4,13.287,44.35,91.9865,10.071,37.664,6.6,1.1045,5.2095,0.6205,3.2185,0.5505,1.4895,1.158,15.6135,2.09653015
B2_3_6,13.2205,38.141,80.734,8.9215,33.3545,5.943,1.0235,4.8155,0.5935,3.106,0.5295,1.412,1.089,11.532,0.54716445
B2_3_7,12.9395,36.4095,78.3185,8.52,32.3295,5.762,1.001,4.7345,0.582,3.0585,0.5305,1.442,1.1165,12.85,3.00859392
B2_3_9,16.018,49.265,95.968,11.5205,42.6925,7.3145,1.244,5.778,0.7005,3.654,0.6325,1.7135,1.3315,14.807,1.81311299
B2_3_10,14.0145,40.339,84.666,9.23,33.688,5.8045,1.025,4.8665,0.611,3.2805,0.573,1.5675,1.2205,14.9165,1.21997383
B2_3_11,13.659,37.8595,79.269,9.04,33.958,6.186,1.096,5.002,0.613,3.262,0.564,1.534,1.192,14.211,2.06810664
B2_3_12,13.231,36.211,75.919,8.345,31.089,5.5635,1.0025,4.5805,0.5725,3.086,0.5395,1.4895,1.1945,11.736,1.6341739
B2_3_13,15.8545,43.4705,91.4255,10.387,38.9855,6.905,1.1845,5.616,0.6815,3.6055,0.619,1.665,1.2775,11.6245,1.27781695
B2_3_14,13.5525,46.262,100.533,11.068,41.268,7.2925,1.166,5.8735,0.703,3.546,0.584,1.517,1.1055,14.148,3.52892555
B3_1_5,3.679974421,8.070958068,16.43094966,1.962646867,7.447707284,1.418509652,0.263898008,1.241697592,0.155267332,0.793221666,0.141175046,0.370554789,0.291020911,2.843821044,0.84982267
B3_1_6,3.710423262,7.776387657,15.96985632,1.887685977,7.208954241,1.400498568,0.274589708,1.263843195,0.158533797,0.791687259,0.142089394,0.387642884,0.296549768,2.25325472,1.0154581
B3_1_7,3.426161836,7.214068124,14.87093107,1.767482687,6.684288926,1.251902178,0.247067653,1.148609469,0.143327667,0.715762637,0.128760263,0.339935769,0.266193721,2.340577574,1.14023282
B3_1_8,4.767091598,9.908337876,20.63061549,2.439933262,9.318576584,1.755698717,0.34215627,1.578189269,0.200208074,1.031202655,0.183924513,0.487371578,0.375951809,2.852929306,0.94787888
B3_1_9,3.54571768,7.254584782,14.70111235,1.750652435,6.661481042,1.270491097,0.246573002,1.178707916,0.149142806,0.755860993,0.137788847,0.356398032,0.288687474,2.104364166,1.49296155
B3_1_10,3.361869426,7.125771432,14.5682781,1.742844615,6.624826282,1.24702104,0.248273119,1.120153253,0.143534143,0.72498545,0.127582059,0.336695009,0.280672348,1.976050887,1.58529708
B3_1_11,4.541450524,9.67520277,20.06089884,2.37115075,9.05593136,1.678378132,0.337040003,1.521049912,0.19419126,0.980230172,0.175338643,0.469920795,0.376000422,2.606222503,1.98900487
B3_1_12,3.75544432,8.171780899,16.80290961,1.981936251,7.533164841,1.403804282,0.272366657,1.241910184,0.161465429,0.808511982,0.144986172,0.379149113,0.301958396,2.157902383,1.93724039
B3_1_13,2.983850677,6.365518654,13.01327246,1.557165203,5.810406601,1.09675131,0.215763226,1.005978624,0.127388862,0.62765186,0.11074581,0.30879635,0.237900689,1.797240676,1.1756118
B3_1_14,4.017248,8.673186816,17.85207556,2.103535547,7.990872047,1.478829328,0.288573063,1.347838093,0.16989309,0.870942021,0.154597504,0.405399058,0.327016442,2.466301552,1.96029139
B3_2_5,7.095612523,18.42512731,37.68999965,4.34382688,16.26688571,2.899841696,0.484950455,2.533703313,0.308274693,1.551547143,0.278442085,0.748220621,0.608492932,9.052059867,3.0177288
B3_2_6,7.731635048,19.31457044,37.81968145,4.313860642,16.09386999,2.985476364,0.470752625,2.626134513,0.332871793,1.738181315,0.318330997,0.869613166,0.680514487,7.709465634,4.36629786
B3_2_7,6.775015277,15.51513432,32.4112168,3.751149535,14.10960421,2.664886705,0.466717954,2.355553155,0.294657925,1.487775572,0.263022138,0.696203334,0.564514707,5.134010249,3.06934659
B3_2_8,7.35197569,19.41516445,38.86569262,4.379292951,16.14172807,2.963376443,0.487853728,2.645454612,0.31763152,1.581485568,0.282993577,0.754231111,0.613355832,5.496179286,4.43310655
B3_2_9,7.7337762,19.39372921,37.62004843,4.425227849,16.34261864,2.999936049,0.483672565,2.587303042,0.329159466,1.651947513,0.296877525,0.768126154,0.616002002,5.218492205,5.54839835
B3_2_10,7.735400795,22.98360667,46.09181983,5.184916701,18.83354322,3.341912051,0.545121367,2.871005279,0.347080965,1.712083763,0.304443603,0.778270342,0.629366684,6.704658909,3.57391581
B3_2_11,7.425815272,18.81523254,37.55207833,4.416998555,16.68487213,3.078772718,0.505320734,2.675613425,0.330251442,1.635461974,0.288655904,0.737627528,0.591578137,5.443388898,4.69591199
B3_2_13,7.635955863,20.91040874,41.27443129,4.733106649,17.42777038,3.066221011,0.515915492,2.715527472,0.336404656,1.683585655,0.294939965,0.773826084,0.623068988,7.948136405,3.39249889
B3_2_14,7.345127219,18.33759972,37.991335,4.264457366,15.80061891,2.890237499,0.510698114,2.576074621,0.325439022,1.612931054,0.290233103,0.766795738,0.621028558,5.434480574,4.46871695
B3_2_15,7.605313676,22.07332477,42.37343693,4.935238518,18.06076041,3.239465876,0.564021772,2.796849247,0.340064415,1.663497347,0.295342366,0.778055616,0.621704055,6.079438196,7.89368061
B3_3_5,9.033983577,22.01634083,43.99038517,4.898521637,18.03036534,3.309103575,0.61542896,3.00147775,0.381207467,1.906948061,0.344727946,0.924931652,0.734241782,5.502626934,0.69650165
B3_3_6,9.19955811,22.00551212,45.53472809,5.122809524,19.09821279,3.547008337,0.638814302,3.158594027,0.403402642,2.00035591,0.353542069,0.948224339,0.77882956,5.341752134,1.17551942
B3_3_7,9.453469837,22.77111621,45.79418622,5.16174343,19.40775501,3.577921313,0.665604192,3.170679683,0.401248619,2.044273561,0.362490867,0.962362441,0.775550791,5.8082845,2.51494815
B3_3_8,9.360246597,22.25804175,45.50190643,5.124859366,19.11333119,3.586987692,0.6512813,3.208590136,0.405317195,2.027502278,0.369822918,0.937912725,0.760694399,6.311902654,0.45407133
B3_3_9,8.665684801,20.0605581,40.70266395,4.637251218,17.15206714,3.283125348,0.592148993,2.923406324,0.371939627,1.862028859,0.335420089,0.885212275,0.730134476,5.542239069,0.8273304
B3_3_10,8.435123956,19.86516609,40.50386556,4.555077629,16.89703544,3.163155874,0.579023526,2.831615112,0.356322902,1.813244599,0.325033572,0.862819141,0.696331795,5.568548437,0.86805331
B3_3_11,8.070046647,20.17765978,40.31929769,4.508126574,16.6880049,3.076041963,0.556471773,2.755085937,0.346102889,1.727398114,0.314283591,0.82334807,0.66249462,5.711503916,1.13340464
B3_3_13,9.068980348,22.73187608,45.57802684,5.146906931,19.12617156,3.583382268,0.634036874,3.174994683,0.396661064,1.983185403,0.349551961,0.916196047,0.748611345,6.323613107,0.51373908
B3_3_14,9.602363843,24.29142766,49.00706215,5.536301026,20.47180707,3.775837811,0.676474536,3.324727393,0.417655727,2.08421833,0.368367485,0.971770844,0.776382032,6.554008119,0.69984957
B3_3_15,8.87764351,20.8317118,42.39266641,4.913980032,18.40117092,3.380937334,0.636179195,3.430199339,0.397158265,1.912396138,0.339322207,0.887776934,0.709633166,7.058849222,0.23996605
C1_1_1,13.49603966,5.145560971,11.83195806,1.485691436,6.457235284,1.613862104,0.53052821,2.062453133,0.360925144,2.387635669,0.533528759,1.598250414,1.510723356,1.058157888,9.28917591
C1_1_2,14.11533077,4.094524832,9.188994974,1.219185806,5.481715699,1.468042522,0.479354318,1.931255711,0.342971694,2.427624977,0.548268983,1.662664508,1.541145722,0.912330475,18.1656021
C1_1_3,16.42254645,6.065279568,13.39802689,1.730522436,7.723248975,1.95117753,0.637451718,2.489833453,0.41744441,2.796314783,0.611782157,1.844270567,1.653478592,1.891813539,13.3148562
C1_1_4,15.86607849,5.56775378,12.41053273,1.646706734,7.0943696,1.902320299,0.654993701,2.466172453,0.460884097,2.842225568,0.667284306,1.949304865,1.876874287,1.249203354,5.48009605
C1_1_5,12.45128354,5.153822045,10.63559713,1.467926361,6.202104773,1.57362556,0.508018793,1.971920625,0.340652375,2.227658869,0.489574422,1.441143956,1.387332404,1.531240738,14.2906471
C1_1_6,12.01137281,9.219531265,17.03325794,2.296646488,9.168223187,2.030405549,0.546441867,2.2886681,0.355008707,2.228698898,0.4663768,1.412429537,1.396159841,2.111032998,6.55533934
C1_1_7,18.07547587,6.161160858,14.24267176,1.794152038,7.782585082,2.00942869,0.683882888,2.623550393,0.456886158,3.021101628,0.667635532,2.017772511,1.869638038,1.384467482,7.73165642
C1_1_8,21.45828109,7.768229563,18.20704033,2.181334374,9.660088746,2.434195053,0.8311723,3.173571157,0.520409816,3.455024397,0.765234188,2.305022547,2.041615625,1.419347313,3.16567685
C1_1_9,12.68879495,4.579973739,9.942330249,1.285050322,5.571680809,1.405084906,0.45823672,1.818362968,0.319464266,2.155407532,0.484882344,1.488981556,1.418138976,1.081341161,3.88428563
C1_1_10,21.97792768,8.643592604,19.70814636,2.54395967,11.29682266,2.809425514,0.903485187,3.530164213,0.578957346,3.784993146,0.821777423,2.468525513,2.223076599,1.583061208,9.92776122
C1_1_11,17.17420642,4.829554515,11.44847117,1.487802072,6.730050089,1.827840519,0.641491192,2.429742129,0.447749968,3.148752392,0.695595687,2.133141102,1.9948794,1.083044598,15.1166877
C1_1_12,16.81603997,5.942015126,13.73083724,1.720822509,7.587504275,1.952109977,0.638344273,2.502853528,0.423279448,2.890292536,0.644087528,1.979712651,1.855361974,1.238724055,11.6129034
C1_1_13,21.11727162,7.012734637,16.76134438,2.156179794,9.758818751,2.519152522,0.84368914,3.240396084,0.555530918,3.698220664,0.806938463,2.446484914,2.221274569,1.475869904,8.44888142
C1_1_14,23.04523915,8.151543677,20.20286851,2.335006415,10.30938898,2.614871533,0.884926806,3.362243042,0.5682345,3.805965953,0.842215393,2.583509278,2.299228547,1.711721771,5.17560108
C1_1_15,18.84426097,7.600989801,17.43072749,2.105816558,9.257673228,2.289789347,0.723281105,2.889562207,0.477975659,3.194362278,0.702459573,2.154623453,1.942561301,1.733965026,9.26339787
C1_2_1,11.77971926,25.89344656,52.51636685,5.981329694,22.3797861,4.369706027,0.819899564,4.085088078,0.516985251,2.672272022,0.471995699,1.269715343,1.053910656,7.688823734,10.7044857
C1_2_2,12.60140939,28.70812707,58.46789955,6.587712099,24.59370706,4.632697714,0.883055601,4.413094344,0.553095301,2.842026814,0.508509463,1.364808134,1.123213216,9.282674745,6.13841237
C1_2_3,9.968940074,26.88945862,57.95564155,6.117251773,22.34870109,4.126151507,0.729600175,3.768539425,0.457844258,2.301777297,0.412713308,1.089785488,0.911122594,7.942635962,3.73709508
C1_2_4,13.16491221,33.87773225,66.93288341,7.399640584,26.74247002,4.981948077,0.912657993,4.636798494,0.582945259,2.980863806,0.531864352,1.443902428,1.197781662,22.37279457,5.51472793
C1_2_5,11.99931727,27.63456417,55.62061984,6.375337164,23.48149839,4.455645287,0.818087212,4.218478745,0.530908013,2.7404879,0.485343131,1.342561514,1.085493886,8.5502111,3.46969329
C1_2_6,12.3770911,29.11573582,59.89813886,6.633995879,24.45435715,4.581152457,0.846157393,4.322145632,0.541482317,2.810735536,0.496551252,1.362318746,1.126904229,9.838027534,1.32017311
C1_2_7,13.30772457,27.77820724,57.76132837,6.420471174,23.68690836,4.617850307,0.867830295,4.434546858,0.579628017,2.993526062,0.541453171,1.486903968,1.260199012,9.229348916,8.9922877
C1_2_8,11.96400954,26.62370273,58.59906209,6.212314572,23.08779023,4.403399304,0.808092484,4.216551904,0.538055648,2.751610628,0.484898959,1.31927643,1.088838811,8.905358585,4.31284145
C1_2_9,11.77801472,28.07738447,58.8561183,6.445655481,23.94701741,4.556805039,0.830833449,4.313279919,0.533221622,2.714935619,0.477115429,1.282688578,1.051200795,8.178119729,7.39142619
C1_2_10,10.09746449,27.44194171,54.96582995,6.081655024,21.87521145,3.982323695,0.682598008,3.696412332,0.463528847,2.355212694,0.411542172,1.113811644,0.918743245,8.861061311,4.46507626
C1_2_11,12.27060702,31.05402753,62.93262977,6.939271134,25.23121413,4.664488394,0.842506167,4.345733038,0.549912086,2.810050096,0.495832594,1.328768457,1.090530719,10.72483794,5.66848097
C1_2_12,12.43956195,30.10946781,62.35475697,6.879909488,25.37054239,4.807677356,0.889712949,4.556251616,0.571951438,2.853282338,0.517582442,1.362417044,1.128458234,9.996897091,3.20702526
C1_2_13,13.14849711,30.11802491,60.15670006,6.821234001,25.16257361,4.850228328,0.89586889,4.646645189,0.572996332,2.953515246,0.52886045,1.41814487,1.156063377,10.47587916,10.3059194
C1_2_14,10.55885031,27.29279639,57.08683917,6.138520156,22.4018789,4.023841009,0.704399552,3.990534294,0.469770118,2.25550406,0.403597252,1.061569966,0.871860734,8.203551016,0.56000093
C1_2_15,13.36460199,28.08428824,59.22801373,6.476601667,24.03314658,4.485091979,0.827085635,4.488329329,0.554998113,2.742152579,0.486188009,1.316036182,1.104973173,8.101867625,5.18236306
C1_3_1,8.044340886,19.42746409,40.07743431,4.440860404,16.44903001,3.091750847,0.564423672,2.871195635,0.351552676,1.72647131,0.300538249,0.788382894,0.649251451,7.253605604,0.29673571
C1_3_2,8.242257586,20.89122059,42.88160732,4.710325546,17.57672261,3.286829494,0.594890676,3.01380034,0.363335576,1.767665784,0.309405827,0.806969233,0.655077431,5.457459832,1.84663183
C1_3_3,9.104612405,21.80879553,44.7630205,4.953961048,18.57476417,3.524550241,0.636855772,3.248969297,0.396319592,1.96016796,0.338457818,0.892448859,0.718119734,5.437424407,0.93398731
C1_3_4,9.047197828,21.46040179,44.06409395,4.879233418,18.23427934,3.438668808,0.630271559,3.156606971,0.389792159,1.943471969,0.338563135,0.880998112,0.720403573,5.931935571,0.59626432
C1_3_5,8.246986455,19.6701328,40.80383859,4.494784665,16.76277616,3.178001468,0.576082022,2.90828984,0.361824193,1.767285137,0.312265751,0.813532522,0.659557871,4.938790441,0.41726575
C1_3_6,8.685159285,21.27889161,43.171434,4.762646045,17.85884033,3.427887445,0.609217423,3.076086354,0.36921122,1.840538261,0.325394689,0.847595504,0.686271474,7.234700952,0.59047946
C1_3_7,8.235174505,21.92741758,46.70577069,4.930283876,18.34228883,3.39432615,0.607352139,3.073566875,0.3769704,1.847330624,0.313758824,0.819000697,0.661031597,5.455169095,1.71318651
C1_3_8,7.973438494,20.48991404,42.95812223,4.621472343,17.33938471,3.236883046,0.588745371,2.939815367,0.365574258,1.748811676,0.306315585,0.792435982,0.643953277,5.565234067,0.50795346
C1_3_9,8.36895058,20.34960836,42.06462855,4.614039826,17.22522274,3.212156265,0.596242105,2.958993784,0.363769183,1.797176842,0.313967018,0.830506224,0.678828586,5.370322744,6.03187482
C1_3_10,8.967320446,21.50566363,44.31596392,4.896737267,18.327256,3.441084627,0.629476679,3.132658712,0.391099884,1.930378975,0.340145127,0.900925845,0.734743739,5.441935275,0.62284484
C1_3_11,8.292872941,18.87470623,38.82669981,4.352158767,16.28518986,3.038520067,0.579005909,3.016814322,0.36894827,1.671968089,0.317175483,0.785677604,0.629329681,4.680998293,1.38036505
C1_3_12,9.505398053,21.90835822,46.80215585,5.102118571,18.99319443,3.574746877,0.655893939,3.498306641,0.406028624,1.923183938,0.341298081,0.885391152,0.717669316,5.246126554,2.23891639
C1_3_13,8.82476975,21.82966331,47.59464726,4.918851497,18.40120507,3.435494711,0.623424775,3.117061691,0.39132459,1.93196517,0.334784025,0.881476727,0.730241277,5.313809315,2.61995987
C1_3_14,8.129753979,21.09569616,44.90602905,4.763588154,17.77911708,3.361470848,0.604952611,2.951264946,0.36446525,1.777848894,0.308418526,0.809666237,0.666241172,5.479383957,1.51622875
C1_3_15,4.072095059,9.70963897,20.24921603,2.251064324,8.417276669,1.607994169,0.305194023,1.421200266,0.188290179,0.874036123,0.158739423,0.410675462,0.337765091,2.288882999,1.5520063
C2_1_1,12.824,29.294,61.553,6.8605,25.7555,4.898,0.8975,4.118,0.6835,2.7555,0.6755,1.3945,1.1105,9.0275,2.38389827
C2_1_2,14.2585,30.553,64.0625,6.9845,26.1665,4.9985,0.9175,4.184,0.696,2.8175,0.69,1.4365,1.146,8.5525,0.68918522
C2_1_3,11.192,24.854,51.9625,5.7815,21.5565,4.122,0.756,3.447,0.5995,2.2995,0.5955,1.1695,0.909,6.929,6.1817862
C2_1_4,12.3755,26.384,55.243,6.1085,23.0195,4.409,0.811,3.676,0.6305,2.4645,0.6295,1.2605,0.9895,7.703,3.38751591
C2_1_5,14.2955,32.69,68.1265,7.5485,28.035,5.2465,0.945,4.333,0.7045,2.8255,0.69,1.4245,1.122,9.36,1.44121211
C2_1_6,13.0365,28.6565,61.4645,6.5575,24.3345,4.6335,0.8375,3.889,0.656,2.5895,0.6495,1.3225,1.045,8.382,1.8547526
C2_1_7,14.733,31.3655,65.5025,7.2365,26.887,5.1065,0.9405,4.287,0.7035,2.8545,0.6945,1.453,1.1455,9.0365,3.44259623
C2_1_8,12.8295,30.2085,64.8235,6.722,24.93,4.629,0.8625,3.8435,0.6425,2.522,0.6375,1.2835,1.0115,8.0495,2.03475667
C2_1_9,13.4745,29.3395,61.568,6.835,25.3925,4.8395,0.8745,4.045,0.676,2.719,0.669,1.375,1.0855,9.1215,1.94103142
C2_1_10,13.039,28.18,58.0585,6.422,23.975,4.584,0.854,3.8435,0.645,2.5635,0.6455,1.309,1.032,7.9345,3.57848379
C2_1_11,13.063,27.8675,58.042,6.425,23.9585,4.571,0.8415,3.815,0.647,2.564,0.645,1.308,1.0365,7.6935,0.85772091
C2_1_12,12.311,27.1055,56.377,6.2645,23.3495,4.442,0.7985,3.7075,0.629,2.4525,0.626,1.256,0.984,7.8,1.60478838
C2_1_13,13.2215,29.497,61.5225,6.777,25.309,4.8,0.879,3.9805,0.663,2.621,0.6535,1.325,1.0455,8.226,1.32266646
C2_1_14,13.0915,28.7215,61.659,6.67,24.962,4.796,0.9065,4.0295,0.678,2.764,0.6845,1.4185,1.13,9.5235,1.60005689
C2_1_15,13.4245,28.4815,57.7845,6.4815,24.218,4.6365,0.8765,3.858,0.6545,2.6265,0.6585,1.356,1.071,7.9345,2.44242539
C2_2_1,13.899,35.5295,73.19,8.103,30.806,5.8935,1.07,4.9385,0.626,3.4,0.603,1.632,1.3695,11.9995,4.94815433
C2_2_2,15.025,38.5065,81.012,8.7375,33.1075,6.2935,1.151,5.358,0.689,3.766,0.668,1.841,1.5585,13.5205,7.99257962
C2_2_3,15.1495,36.0175,76.901,8.39,32.155,6.225,1.161,5.3205,0.6815,3.686,0.653,1.7615,1.4585,12.7295,2.41763553
C2_2_4,14.7095,33.749,72.923,7.8975,29.6995,5.7005,1.0215,4.7265,0.5995,3.1865,0.5645,1.5235,1.2835,10.5765,2.77650221
C2_2_5,12.748,33.658,71.656,7.8465,30.061,5.6755,1.007,4.7905,0.6,3.2305,0.575,1.5545,1.301,11.637,6.96729446
C2_2_6,14.2935,32.13,68.0005,7.3665,28.009,5.403,1.0275,4.5995,0.593,3.2055,0.564,1.547,1.284,9.9295,3.53108632
C2_2_7,14.767,37.8215,80.295,8.7295,33.244,6.284,1.1055,5.284,0.671,3.6205,0.644,1.743,1.477,13.168,6.8556172
C2_2_8,13.25,34.125,71.042,7.802,29.668,5.6725,1.0415,4.8365,0.6125,3.3115,0.5905,1.635,1.3645,11.8935,9.29138855
C2_2_10,15.237,36.704,76.584,8.4625,32.274,6.2785,1.1755,5.32,0.6845,3.686,0.6545,1.7615,1.47,12.494,7.95873383
C2_2_11,14.3135,36.648,77.2145,8.4855,32.293,6.18,1.089,5.258,0.667,3.599,0.645,1.746,1.4865,12.9215,6.35992176
C2_2_12,14.948,37.188,78.945,8.5725,32.7035,6.2965,1.1375,5.3015,0.6775,3.666,0.6605,1.793,1.5075,13.505,4.15025084
C2_2_14,13.2855,34.772,73.237,8.0665,30.805,5.8935,1.037,4.9465,0.6225,3.3555,0.589,1.5945,1.316,12.5305,4.00473282
C2_2_15,13.6265,34.9815,72.3315,7.8815,29.7935,5.6225,1.006,4.732,0.6105,3.2995,0.59,1.6125,1.3465,11.556,7.41239649
C2_3_1,15.2845,39.109,83.2735,8.9905,34.313,6.604,1.2115,5.6025,0.718,3.863,0.682,1.8615,1.556,14.027,1.85412971
C2_3_2,15.303,38.791,82.88,9.034,34.464,6.645,1.2205,5.6325,0.716,3.8795,0.687,1.857,1.547,14.3725,1.62396768
C2_3_3,9.559,25.044,54.9305,5.8645,22.512,4.3655,0.778,3.701,0.4675,2.505,0.4345,1.172,0.9345,8.0245,1.96391958
C2_3_4,13.1565,35.078,75.362,8.2215,31.248,5.9095,1.0275,4.964,0.6245,3.348,0.5955,1.6235,1.327,12.7985,2.18015866
C2_3_5,15.0,38.466,82.252,8.9115,34.17,6.5055,1.2055,5.5505,0.7005,3.7905,0.6755,1.8235,1.525,13.7865,1.94962146
C2_3_6,14.7725,38.7135,81.568,8.8735,33.6815,6.436,1.1895,5.4875,0.693,3.7895,0.665,1.8225,1.5235,13.51,2.63312128
C2_3_7,11.5595,30.854,65.0325,7.273,28.1155,5.408,0.9405,4.5235,0.5725,3.0745,0.5345,1.459,1.184,10.095,2.06513137
C2_3_8,15.9225,39.083,83.4895,8.9925,34.0625,6.5325,1.219,5.593,0.721,3.922,0.72,1.9275,1.629,14.176,1.6003764
