SampleN,Y_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Th_S,SumTS
A1_1_5,1.577869057,15.21979638,24.06614076,2.730398776,8.578833971,1.107600629,0.204132155,0.850454865,0.076698357,0.334899643,0.05415416,0.14376996,0.114289612,10.60393175,6.12953897
A1_1_6,2.317001871,14.45965031,29.43850276,2.826961883,9.484526014,1.352039837,0.272772639,1.09193494,0.1099911,0.5173431,0.084793842,0.225697558,0.179170375,15.70977928,9.2906143
A1_1_7,2.053829066,13.31676631,28.31769979,2.545542515,8.406798047,1.18693813,0.206794768,0.955408443,0.092830843,0.450426828,0.077115793,0.203014563,0.16575254,11.22137568,8.70437705
A1_1_8,1.89589201,18.92600962,29.60787446,3.370701764,10.56550874,1.356278089,0.226705781,0.986430812,0.091413589,0.405600701,0.065177912,0.179293521,0.147968324,10.3586245,3.78437703
A1_1_9,1.59705766,16.98995205,28.30763258,2.918387673,9.202694928,1.153366542,0.206444693,0.867312314,0.075779214,0.329556334,0.054301979,0.14717628,0.120370312,16.26541397,10.7154596
A1_1_10,1.76697144,18.34229771,28.1601143,3.230030978,10.20656446,1.290665341,0.211698434,0.967941663,0.086359224,0.379375872,0.060926886,0.168487544,0.134053328,14.98501747,8.89120817
A1_1_11,1.783334371,18.25853187,34.74980124,3.267925633,10.33370579,1.320311606,0.21152963,1.017769631,0.091683732,0.397527404,0.063313351,0.178222637,0.139204599,14.92492178,6.32845457
A1_1_12,2.219586093,18.49688547,36.64760876,3.41859528,10.98831308,1.488916534,0.250338947,1.125309158,0.105819169,0.484214955,0.079620844,0.220390373,0.170536042,12.02340149,7.54643674
A1_1_13,2.444617653,14.9012375,30.65039386,2.855062853,9.351800607,1.360358993,0.256563849,1.116163098,0.109837806,0.522079208,0.090729521,0.235500694,0.199061,31.53477885,3.59501882
A1_1_14,1.833794547,9.849993317,19.69645757,1.922664911,6.387214359,0.931803538,0.173852936,0.777989487,0.084619753,0.389397422,0.066564623,0.170969798,0.146864267,11.10385802,4.48556404
A1_1_15,2.02984726,12.08409648,22.51448354,2.327140317,7.676766635,1.102813978,0.219192525,0.896548472,0.092395387,0.420237134,0.06922531,0.181877658,0.153199731,15.81175347,13.4620922
A1_2_5,9.102292833,19.43085682,39.22760824,4.520134721,16.87428312,3.285330554,0.601668708,2.956352345,0.367601812,1.881157201,0.324440668,0.867426382,0.700191451,19.66499472,7.89563974
A1_2_7,9.79228907,21.57505507,43.43806622,4.913358458,18.33000149,3.487739481,0.651342199,3.184443947,0.391540713,2.02773625,0.362108757,0.939048894,0.775801498,6.633375054,14.1591278
A1_2_8,10.13401656,22.93263289,46.76173386,5.230027947,19.4612432,3.632218762,0.669300114,3.337258014,0.411970718,2.113241188,0.373658693,0.983329991,0.810097655,6.708935261,9.63754416
A1_2_9,8.667781799,19.39962077,39.43988108,4.419662462,16.23292066,3.084728915,0.571306046,2.792540375,0.348808911,1.8234299,0.319936212,0.841332844,0.70091348,11.91125526,5.04564786
A1_2_10,10.1624407,23.44980243,47.04964221,5.304813185,19.67486695,3.690945071,0.67568207,3.328489391,0.410630996,2.119580186,0.377849064,0.999656782,0.809744151,7.495256039,10.5454431
A1_2_11,9.556971341,24.04784193,48.29931139,5.308047191,19.48988948,3.570358686,0.658415211,3.24609972,0.400155434,2.027712118,0.361364336,0.950210162,0.760249868,10.3344036,11.0847348
A1_2_12,9.312608283,22.75216152,44.10805658,5.041260823,18.53776045,3.417204667,0.640807269,3.104263341,0.381442319,1.997158095,0.347916712,0.935987771,0.762440151,7.922629036,10.7952651
A1_2_13,9.773466224,26.5348407,48.71474493,5.800978204,20.89945123,3.77857441,0.682877025,3.342224562,0.408411429,2.095077171,0.3661542,0.963142592,0.783248736,7.790235397,5.7962708
A1_2_14,10.9379662,26.88753874,54.74169677,5.978970125,22.22445842,4.143007399,0.759019043,3.772053041,0.462123787,2.384451829,0.414968814,1.109203162,0.894793696,8.845559399,7.74037653
A1_2_15,9.696271477,23.11514626,48.10198102,5.161215185,19.12232729,3.582049268,0.671488733,3.278528787,0.397668545,2.054573049,0.363553963,0.959693985,0.796609275,7.196890856,5.46909972
A1_3_3,7.353466684,18.69945711,38.85222576,3.990469942,14.14789511,2.556775026,0.502920019,2.333877945,0.305846622,1.521341608,0.290267581,0.725303651,0.63562041,6.828706783,6.23947766
A1_3_5,7.286598618,17.98482121,37.98576558,3.902587085,14.09405714,2.461803907,0.46894135,2.221402667,0.276947116,1.463311066,0.261774992,0.715419274,0.608934873,6.410743847,7.24609158
A1_3_6,4.437541359,11.36185281,25.12453764,2.412861933,8.550183542,1.54102942,0.287692042,1.381317213,0.170450278,0.894176438,0.157873804,0.426995788,0.359896995,7.254773213,10.2084263
A1_3_7,6.853771063,20.33351574,36.40378962,4.316065548,15.11903013,2.56515822,0.467675435,2.218893663,0.271663728,1.382835186,0.244545838,0.660049828,0.556374394,8.164928533,9.90580186
A1_3_8,8.129504792,28.96779001,55.93100113,5.87776786,20.08042006,3.289255027,0.571362203,2.787793698,0.32097602,1.675122828,0.292837908,0.770205498,0.659523241,8.89332344,17.8071906
A1_3_9,8.843296888,26.83390993,53.1810828,5.645439252,19.76879704,3.314987099,0.608175939,2.889233339,0.351952569,1.796365739,0.316770532,0.870461623,0.736173642,5.927499284,4.70883865
A1_3_10,7.744362823,22.34862381,46.04693771,4.767791694,16.80127825,2.862241393,0.542692661,2.56110715,0.301323965,1.585589905,0.276678258,0.769659558,0.652824003,8.827892496,4.02240725
A1_3_11,9.720575408,23.74192646,48.16637477,5.196887515,18.83225568,3.406992707,0.65213634,3.058480687,0.372848805,1.935724865,0.347688771,0.939926096,0.812542253,20.1204609,4.08367461
A1_3_12,8.980504028,24.58413307,51.71745191,5.288548615,18.86901018,3.281259723,0.606728508,2.922642111,0.356226595,1.864115138,0.330486842,0.893661483,0.75708296,12.67568497,7.22422965
A1_3_13,8.913504708,25.42143983,49.16588306,5.261716985,18.78783205,3.202569049,0.579669685,2.882178568,0.352815964,1.825177374,0.323918595,0.879947058,0.747548437,8.653967043,5.00796233
A1_3_14,7.298463585,19.62436167,39.02636236,4.207440086,15.00553702,2.587450609,0.509894797,2.352090983,0.285083071,1.481318553,0.26389471,0.712129702,0.608670599,6.057485486,6.82875902
A1_3_15,7.856144562,22.38756017,44.17954162,4.71646658,16.64901519,2.852647093,0.542426069,2.506326216,0.310000893,1.575276625,0.284767662,0.764149586,0.671401524,5.611101491,3.47156001
A1_4_1,12.39130411,24.34439553,47.50144762,5.394439311,20.23943803,3.759669652,0.739499789,3.547997255,0.456702274,2.456918043,0.439372193,1.192991743,0.991525018,4.680160294,7.37012367
A1_4_2,12.6880005,27.42543424,54.44044629,6.193818279,22.9874389,4.283250479,0.800724537,3.885874608,0.496551458,2.560992321,0.460578755,1.231259438,1.039608751,7.588805279,12.907508
A1_4_3,13.97285787,30.11724889,60.10520197,6.756817304,24.96356976,4.692603309,0.861390763,4.34643557,0.546986687,2.854176344,0.505639456,1.357322861,1.13154552,8.380790027,15.0815699
A1_4_5,12.90656436,28.25659628,56.93206388,6.584589095,24.49478052,4.527882963,0.849370083,4.202239917,0.528639117,2.792777799,0.496686344,1.34207024,1.135936892,7.064791816,4.04718574
A1_4_6,15.32772829,32.57228542,64.21042818,7.562665828,28.03316819,5.271590317,0.991901625,4.833344504,0.610001556,3.231194807,0.578449575,1.579048613,1.294972862,7.061647773,6.41438498
A1_4_7,14.27500457,30.43890413,60.34113214,7.031595715,26.18977337,4.927821735,0.909404999,4.605727151,0.578631538,3.028556549,0.532393591,1.427021304,1.196684207,6.970992841,15.4278473
A1_4_8,12.81363272,29.03650165,58.88583605,6.718373459,24.98659823,4.721883835,0.8659802,4.332724671,0.531706787,2.775058586,0.487275618,1.323739022,1.101804771,7.400538457,11.813027
A1_4_9,12.37785183,29.63342964,60.67954666,6.768804541,24.64525638,4.518065757,0.824896575,4.10651937,0.508844319,2.716016783,0.472190748,1.27119191,1.052829908,11.52476728,9.3748222
A1_4_10,12.33237048,27.1664653,53.81561239,6.146804956,22.51746651,4.253444556,0.795031069,3.879268671,0.491892608,2.592443007,0.462496453,1.232900931,1.033900264,6.951333605,8.8521317
A1_4_11,11.64188367,28.02120486,54.23856536,6.222417452,22.55415841,4.091507656,0.744394432,3.753711891,0.467251052,2.432347099,0.435889432,1.173836392,0.98022681,5.734927646,5.54630047
A1_4_12,14.83816072,28.38758982,58.83103046,6.515640528,23.67292166,4.476953068,0.809534731,4.177564716,0.562525667,3.139862935,0.570966151,1.62481508,1.415475347,24.35371593,8.8863263
A1_4_13,10.36756853,23.56605363,46.8234197,5.261009136,19.22142719,3.518725733,0.64259734,3.250784197,0.401801734,2.158412127,0.385618603,1.068488976,0.897467059,6.508703223,10.821524
A1_4_14,11.52951899,26.08291567,52.30889473,5.97260557,21.95548052,4.077397804,0.764891187,3.741264762,0.468554319,2.44047065,0.439801203,1.17239512,1.00545531,6.405234843,8.98383235
A1_4_15,11.62147803,27.6727999,56.10523655,6.317692524,23.03686843,4.24422315,0.770263583,3.820455286,0.476333409,2.499526895,0.444635216,1.200420785,1.004117919,7.620824525,14.5179675
A2_1_1,9.005519666,25.89766367,52.51685291,5.421382014,18.8660327,3.253858557,0.573184711,2.999847588,0.362762714,1.957266119,0.334052537,0.914466249,0.749538242,22.21680011,8.63561063
A2_1_3,6.444695549,17.50502218,36.49546143,3.743190314,13.12242078,2.324951278,0.437323608,2.078587205,0.250012673,1.356864167,0.243992771,0.684360914,0.558473265,16.17644302,5.20072162
A2_1_4,5.863920966,17.94177302,35.04029151,3.661745736,12.47493205,2.143623417,0.430900663,1.940385258,0.273851896,1.241119403,0.260410416,0.638439297,0.522440997,24.04309744,3.42978411
A2_1_5,4.094289212,11.45797882,23.28415872,2.386939038,8.380922047,1.454272771,0.27084327,1.399474869,0.155477575,0.848601267,0.149260057,0.417836278,0.343682255,10.00310422,4.68252791
A2_1_6,8.570521501,22.52573837,41.79759946,4.76209895,16.6197378,2.859898361,0.524038523,2.644808224,0.342121067,1.832098875,0.329094557,0.910629399,0.749406126,25.48018224,14.3922317
A2_1_7,5.268667623,14.96649423,29.26975105,3.088243808,10.59615619,1.752235222,0.343115897,1.634530605,0.19876148,1.080113018,0.193349629,0.540004614,0.447224165,16.6192723,5.15391004
A2_1_8,7.695999128,19.86188196,43.30313697,4.374050482,15.52644132,2.772489924,0.48976431,2.534819367,0.313617082,1.658750728,0.302464235,0.831686419,0.693513561,14.3385037,9.31390025
A2_1_9,8.693629775,23.65108565,52.0835765,5.119103226,17.94605709,3.164176697,0.565269106,2.889741656,0.362682205,1.913840803,0.34615363,0.958891259,0.774003692,22.03574882,2.52111707
A2_1_10,8.761206819,22.59839954,48.98002394,4.995796026,17.66600598,3.12615201,0.561983233,2.857230841,0.353109435,1.89004535,0.341352514,0.924480011,0.771207918,18.71793964,6.2654502
A2_1_11,8.346791699,24.93701734,49.97891954,5.194868273,17.70622271,2.99678229,0.542173473,2.793321134,0.334259272,1.791620365,0.316035734,0.882986805,0.735449131,21.96884202,5.0314173
A2_1_12,6.162422737,15.61666197,32.38750414,3.395458927,11.96874462,2.173678721,0.417933369,1.963225688,0.246377958,1.310780986,0.232655458,0.636175589,0.532795614,30.72063877,9.15003471
A2_1_14,4.510630167,12.22902943,25.01217488,2.591828809,9.098699158,1.558855607,0.287409507,1.436056918,0.175541968,0.972663857,0.173346928,0.481742006,0.387348835,14.80026161,4.40338309
A2_1_15,5.200749122,21.20136553,36.86775273,4.180642996,13.73345749,2.120608067,0.349606512,1.853571839,0.218248784,1.150742282,0.197884387,0.549389091,0.441598418,13.4839622,4.28305784
A2_2_5,14.89084709,38.70460075,81.62475869,8.934221151,32.29292259,5.86514869,1.076057227,5.322983132,0.68609052,3.473910408,0.641096566,1.726353113,1.450747891,17.34084029,3.59956276
A2_2_6,15.5680014,40.39459215,82.90955474,9.320985768,33.60440603,6.030110641,1.069998925,5.491982032,0.689302629,3.594358333,0.650467792,1.748899672,1.450101318,13.42939848,3.67175536
A2_2_7,13.99819029,32.7807559,65.80070887,7.730285195,28.48242245,5.370915258,0.986388787,4.898271977,0.617012421,3.305899901,0.589165611,1.625763058,1.369611585,10.04651933,5.87284298
A2_2_8,18.68648291,56.00348683,113.7870351,12.59192836,44.65039089,7.678267278,1.182406858,6.840888142,0.83542945,4.328896963,0.778515283,2.083889031,1.708567478,22.47686015,4.73170575
A2_2_9,14.96409689,48.53742539,102.4322335,10.51741964,36.42765698,6.157154635,1.09491066,5.55163421,0.683371626,3.503859489,0.629859368,1.694104957,1.407655328,39.16050664,7.20263991
A2_2_10,18.87469481,54.93371132,125.4839352,11.78676213,40.73745833,7.094255061,1.322376366,6.486720924,0.808127297,4.331962298,0.772392341,2.127776475,1.739231405,63.02715165,4.22274933
A2_2_11,16.10252215,39.8213728,83.4439693,9.43308016,34.70430851,6.441129972,1.172844888,5.893627549,0.744840224,3.97076201,0.706134498,1.894019841,1.590240692,12.88048297,6.40604933
A2_2_12,17.60233952,64.53237406,133.0743075,13.85017413,47.58604044,7.754116645,1.347879579,6.863136671,0.8205405,4.128393921,0.738769273,2.050548747,1.711156271,31.23301446,4.55281768
A2_2_13,16.49437456,67.08188419,157.6958485,13.86672046,46.72228399,7.437586315,1.250342253,6.632337775,0.771242794,3.884919243,0.690847169,1.891017172,1.545445705,22.06533275,5.69708636
A2_2_14,13.87422052,40.12125416,86.62282175,8.983863411,31.91450048,5.56148776,1.00130401,4.991225746,0.622173388,3.255350014,0.578357775,1.572444742,1.255916938,34.86502466,5.785083
A2_2_15,14.43602729,41.17959208,90.41526206,9.288277743,33.06581148,5.878977782,0.985157862,5.358316454,0.658880348,3.454787551,0.615206533,1.682962166,1.387665566,28.09759041,6.96029029
A2_3_1,19.17938075,99.76618566,200.9662437,19.28440677,64.6677641,10.51328306,1.071762016,9.013912606,0.98643562,4.63136188,0.7956402,2.095059493,1.631073949,26.59886788,11.1553562
A2_3_4,18.50243071,94.8656939,181.9218512,18.71225483,62.9489965,10.32261787,1.051095268,8.712069015,0.962072394,4.553153019,0.78822565,2.098705512,1.622260883,28.7498622,10.1387645
A2_3_5,17.36873376,77.85077193,146.1954063,15.23091089,51.59624258,8.611188193,0.891626866,7.714534032,0.878140558,4.263715722,0.742840534,1.963182047,1.508280575,32.5441333,5.70933502
A2_3_6,22.45296298,83.61909446,154.4244952,16.40517062,54.40688487,9.338521834,1.003337886,8.939996034,1.022862003,4.791717793,0.845370537,2.283326018,1.77295939,34.82061844,4.93086006
A2_3_7,26.39870324,78.06024101,145.3744339,15.3793893,52.13904515,9.315540979,1.058625013,9.197787596,1.093829549,5.368271894,0.976517661,2.671465209,2.072356868,27.78620725,11.1689683
A2_3_8,26.43825554,95.50912212,184.9146281,18.63545038,62.76304523,10.74423012,1.170808709,10.35357488,1.148131538,5.436004934,0.986404858,2.644989454,2.096005109,28.47259738,8.65291963
A2_3_9,24.29286263,74.61859321,143.0473356,14.64663462,49.63866928,8.889573517,0.989231004,8.652256726,1.015623338,4.955832562,0.908919859,2.473455719,1.95544247,28.33857616,5.91388446
A2_3_10,23.04324715,102.5402771,187.1431142,19.66759626,65.27116498,10.85445286,1.169828505,9.980734511,1.08601663,4.933693019,0.869839864,2.34643383,1.789202122,30.3278772,1.50115556
A2_3_11,26.70619718,100.1391586,183.0538887,19.04245931,63.76779344,10.81847562,1.192426581,10.27892186,1.147449889,5.404982025,0.975892111,2.663189195,2.030177694,30.11157614,2.69239932
A2_3_12,23.59509125,109.9770491,203.2421339,20.81731814,68.07703648,11.11875976,1.246950131,10.35804026,1.114743194,5.01216077,0.884419057,2.326080393,1.788009828,31.8233329,18.4061108
A2_3_13,24.75869435,116.6458767,221.8049441,22.16776381,72.41381167,12.03155965,1.395950965,11.06380272,1.183236908,5.292394944,0.941531195,2.460824249,1.91767812,31.29146472,10.8818458
A2_3_14,21.77910729,100.954205,186.8440463,19.43273567,63.51308261,10.44910786,1.242377153,9.630479759,1.032503041,4.664593834,0.826564654,2.140705241,1.61792807,26.59914129,10.2193982
A2_3_15,22.88616208,111.4204409,195.2168984,21.62538164,70.8292914,11.54594231,1.398799722,10.38050322,1.102059035,4.97884417,0.858569556,2.305350681,1.79437092,27.29844726,9.22936651
A3_1_4,3.964022175,14.57597314,28.58648476,3.046634996,10.90654916,1.713479729,0.430925426,1.670453444,0.180193712,0.8434046,0.147810492,0.400817304,0.323414095,2.421345393,4.49855648
A3_1_5,10.71573491,36.40001017,69.83769915,7.624880963,27.87096188,4.682285548,1.128519574,4.402707852,0.479680121,2.282852488,0.407173695,1.097995589,0.903696549,5.620272302,8.62403927
A3_1_6,8.09051465,27.83411741,50.93442387,5.734520457,20.95548326,3.529801878,0.827816095,3.230450125,0.364102314,1.689470821,0.299181788,0.789509477,0.635705958,5.578223024,8.43381684
A3_1_7,11.40069397,41.46390184,80.12373628,8.540906829,30.76682547,4.992419656,1.202857327,4.674087749,0.513231074,2.394131092,0.413378079,1.137179283,0.943647115,6.651991231,3.91028568
A3_1_8,12.31742261,45.43566045,85.15121904,9.229317803,33.41681042,5.420137047,1.263878007,4.854065903,0.538884249,2.544661287,0.457620806,1.246966021,1.041023906,7.139987616,5.5455326
A3_1_9,9.82650512,35.56810098,67.07356509,7.339018874,26.36881117,4.388921096,1.011012198,3.9219971,0.443080071,2.074935429,0.364961917,0.993196501,0.810010408,5.522814047,6.64494442
A3_1_10,8.485131396,30.0125305,57.3793297,6.192804504,22.56608559,3.767161461,0.864873317,3.426598726,0.385983398,1.792927767,0.318168931,0.859460316,0.701950233,5.084649066,7.51144827
A3_1_11,7.665683868,32.83489906,59.44990443,6.624162325,23.82895621,3.724781658,0.882228952,3.308784242,0.358581096,1.65323508,0.288666233,0.788826773,0.633384907,4.884140981,14.0538438
A3_1_12,10.36144776,36.0994908,69.007026,7.418361313,27.02660817,4.508365162,1.026826914,4.068993695,0.460529757,2.166374705,0.383650226,1.008903466,0.834342252,5.670206259,6.71343546
A3_1_13,10.67329101,34.76452624,70.06787733,7.320566804,26.81780278,4.620095417,1.05306184,4.178351503,0.478983289,2.287381434,0.40686915,1.088744621,0.854604465,5.968366793,6.25402875
A3_1_14,10.58535012,33.42679622,66.76025131,7.027776926,25.87020633,4.410542422,1.02080575,4.07165253,0.475485858,2.222306766,0.391078263,1.059379098,0.854397442,6.440686015,8.02713565
A3_1_15,11.59304352,35.50270749,72.67360013,7.607694817,28.24003854,4.89467639,1.134829208,4.429297387,0.512683725,2.472103995,0.441249316,1.168122987,0.939475755,6.430066929,7.05582551
A3_2_1,13.79262982,42.51118567,94.78847625,10.01042139,37.36405407,6.303390779,1.231568194,5.479492275,0.620320229,2.928529384,0.515817673,1.408606092,1.123359957,8.638588338,8.85572304
A3_2_2,13.41204847,45.84894974,93.95491694,10.50262858,38.56525501,6.275423405,1.200668358,5.361617259,0.634660368,2.871160517,0.526643678,1.410513312,1.139969255,9.442387837,8.40736587
A3_2_5,12.32956397,43.39121332,106.5490404,10.21499979,36.63712359,5.877183178,1.072638042,5.055491051,0.567432036,2.641619825,0.470932793,1.265232029,1.018590781,8.305235957,6.36538686
A3_2_6,11.03304615,38.91706175,92.2967865,8.821947102,31.88649228,5.113240343,0.952261108,4.392236092,0.4969486,2.357952845,0.413162114,1.13602584,0.923678362,7.428139842,15.540286
A3_2_7,12.29070491,42.09537148,105.0353779,9.249615084,33.82944209,5.42624973,1.079439461,4.918275214,0.547699773,2.545209961,0.454558307,1.245395623,1.001666217,8.516487401,7.56958564
A3_2_8,10.10477074,34.2202159,82.26173876,7.405191809,26.90272948,4.381749405,0.870270821,3.923722763,0.432693378,2.058392622,0.371952804,1.01643396,0.826747131,9.724138791,6.36115135
A3_2_9,8.845577878,28.83860824,70.58243758,6.199361101,22.7392147,3.739257526,0.751237894,3.363550086,0.380656413,1.82836129,0.328916027,0.887337031,0.754829662,6.671710285,13.2495414
A3_2_10,11.17333957,38.17546586,89.60807913,8.249846528,30.07014351,4.903954037,0.995741973,4.369106736,0.494770543,2.31909158,0.418789836,1.143833689,0.931411476,7.717048341,4.33328152
A3_2_11,12.30370929,43.23089831,97.83736004,9.352625793,33.87480875,5.488779697,1.10147954,4.785647245,0.541344028,2.569119625,0.46186544,1.253941907,1.005169412,8.696205493,6.56621801
A3_2_12,12.78939573,42.66950369,99.07728629,10.08900634,36.38791728,5.892237688,1.18196903,5.04870346,0.576781452,2.716107145,0.482669752,1.282465546,1.063374392,7.596079174,3.69677213
A3_2_13,9.413377,30.57748998,72.44665548,6.977243171,24.98581048,4.10244957,0.824298578,3.657665271,0.428760068,2.083711315,0.370261147,0.982927619,0.83153723,10.55854772,6.30232157
A3_2_14,8.296124797,25.80761289,62.51932475,5.998038786,21.49340187,3.550057881,0.699406443,3.101886319,0.357393709,1.775991787,0.316195546,0.876701258,0.733327718,7.922326352,11.414092
A3_2_15,10.64999655,35.80163988,84.11022077,8.697120124,31.24233567,5.005705501,0.958389503,4.234552256,0.481370954,2.297122613,0.411550332,1.101501004,0.912516825,11.28408643,5.29310059
A3_3_2,12.3681229,33.97617343,63.7825956,7.772842745,27.93478189,4.869897509,1.101863528,4.2779188,0.52950427,2.7391327,0.482519484,1.3077034,1.117453598,17.53035668,4.09674206
A3_3_5,7.816335122,21.32188489,41.27891415,4.746168056,16.9368755,2.833586377,0.621564832,2.543645346,0.317334743,1.632095456,0.292003801,0.800208641,0.669937374,4.469177053,5.2714414
A3_3_6,5.38118653,14.55075797,28.65742162,3.28671543,11.69000194,1.983046193,0.440878569,1.791996991,0.217639811,1.124637084,0.205764103,0.555127192,0.471028485,3.076899906,3.88028085
A3_3_7,5.607754274,14.88289747,32.1297868,3.405299638,12.15999998,2.07725339,0.463769413,1.85793468,0.234754825,1.189584123,0.217193744,0.59013316,0.493200561,3.131591638,8.55818376
A3_3_8,5.815646941,16.16800718,32.44142451,3.636320897,13.02882456,2.215898423,0.485031399,1.968324842,0.250737346,1.265308636,0.224955334,0.623611487,0.5294211,4.173621438,6.45109927
A3_3_9,6.705521372,18.41600374,35.86482188,4.164244413,14.8618843,2.522795274,0.561449564,2.261257172,0.280481644,1.440683901,0.259826579,0.694607527,0.602840387,11.47309032,3.58956517
A3_3_10,5.636541635,15.05121958,29.82994497,3.423773413,12.31262554,2.090022067,0.457563961,1.842470604,0.229709337,1.20406161,0.216617805,0.580240565,0.48763033,4.22173618,5.98206333
A3_3_11,6.806449883,19.2480124,35.87694437,4.201381913,15.01275287,2.457926569,0.543373768,2.218623985,0.275301685,1.40310506,0.255998625,0.685589517,0.580953231,4.87643324,4.50307087
A3_3_12,5.739571581,16.00824853,30.0983506,3.568697396,12.76306612,2.097835292,0.47162824,1.894875125,0.235568995,1.195288134,0.215359134,0.584379406,0.489760229,3.359479826,3.80522044
A3_3_13,7.533858718,20.4755843,38.65261043,4.534322607,16.20995461,2.770055406,0.609755399,2.488488363,0.31013076,1.577488622,0.284818224,0.776811717,0.64833815,5.526826682,8.43595922
A3_3_14,5.809065972,16.59881464,31.18705146,3.674163838,12.99234676,2.163342311,0.477404807,1.920170242,0.234228538,1.20409768,0.220911937,0.604429617,0.51491136,3.985562093,4.24431618
A3_3_15,6.331030212,17.11166004,32.5874135,3.870153767,13.95857586,2.376035,0.523510905,2.096900346,0.263646196,1.347198783,0.245325323,0.668347795,0.56429559,4.5321709,7.47977887
A5_1_1,10.92851827,22.78534391,46.62315433,5.375028099,20.24164493,3.997132888,0.792086004,3.680699602,0.510381612,2.390379436,0.464306925,1.173491821,0.966801266,6.902347586,9.07404803
A5_1_2,11.37807553,21.35335203,44.34210968,5.083332501,19.09056031,3.681875031,0.715122431,3.480853014,0.436440265,2.167752862,0.405381636,1.043769069,0.873272497,5.974706086,13.1951828
A5_1_3,12.27007267,23.00807139,47.00261484,5.329314103,20.0263793,3.860420354,0.732010192,3.657538792,0.447079616,2.30174945,0.410458406,1.088311042,0.907560765,6.161613855,11.8516862
A5_1_4,11.18647911,22.38445592,45.541606,5.043934741,18.8672636,3.583961122,0.659569268,3.369719202,0.408654147,2.118823003,0.374457879,1.001786121,0.829845828,5.655593507,12.131657
A5_1_5,10.11650062,19.63840357,40.24155249,4.566996169,17.15807177,3.325258306,0.628190547,3.126473651,0.380788572,1.915913984,0.348270286,0.924086953,0.753384112,5.083618307,18.7645276
A5_1_6,9.786305696,19.45541016,39.41394931,4.447299862,16.55719083,3.125734567,0.601931504,2.97872696,0.368514749,1.870316682,0.333168533,0.894890858,0.739530215,4.833979207,21.4486654
A5_1_7,10.33005639,19.36958521,39.5584225,4.464022487,16.76750164,3.239383422,0.592157698,3.06896228,0.38203624,1.978379992,0.354504238,0.938005295,0.78120264,6.057632368,14.898623
A5_1_8,10.28603732,19.64149038,40.56573178,4.536339576,17.03685104,3.350276673,0.621095066,3.189944659,0.384919539,2.008065247,0.352821501,0.937509457,0.801431914,5.521133796,17.1878259
A5_1_9,10.56815733,21.37624914,43.3425202,4.778305342,17.95387253,3.477368969,0.653839822,3.316258586,0.400385705,2.07145362,0.363051797,0.964547844,0.824049713,5.595134653,3.12917722
A5_1_10,10.77995217,21.05833951,43.18976615,4.791460749,18.23527265,3.521952674,0.663522128,3.348622461,0.40726348,2.085330948,0.377168989,0.976626228,0.832077301,5.926464135,6.82570885
A5_1_11,10.75458503,21.61576299,44.15407642,4.878491543,18.25503338,3.571510936,0.663144693,3.345624892,0.406234244,2.11598391,0.374240872,0.992312494,0.831434416,6.170788199,14.9494809
A5_1_12,9.918341434,21.27829656,43.21002552,4.718737232,17.53546548,3.318754346,0.590884791,3.142810635,0.375867262,1.927178,0.343184074,0.905703246,0.754113611,8.036119985,12.3400376
A5_1_13,9.136371104,18.98801911,38.24717493,4.180475899,15.58457215,2.96243562,0.564622791,2.84626485,0.34094353,1.76355181,0.320472225,0.841922085,0.715019774,4.925694497,7.59879261
A5_1_14,9.578694417,20.50975286,41.70430092,4.580117182,17.1726106,3.308016496,0.615704305,3.118894056,0.373445934,1.891191572,0.337117412,0.885438587,0.74451991,5.283864888,8.89757047
A5_1_15,9.733432059,19.25236224,39.57367721,4.343434695,16.36762615,3.145185789,0.587371453,2.967398505,0.363101908,1.885385831,0.340233852,0.899676995,0.769014617,5.152798673,9.26392582
A5_1_16,9.646402145,20.03712926,41.42629883,4.942157928,18.50037412,3.575897882,0.696304852,3.311790485,0.441304983,2.142044711,0.405616563,1.052007801,0.886690357,7.029605464,14.9150658
A5_1_13d,10.21090374,21.33293408,43.97286699,4.858191385,18.14853591,3.524631756,0.620462678,3.302349731,0.400928936,2.033793971,0.361983949,0.953146951,0.792451297,6.014371095,8.56641583
A5_1_14d,10.8449723,21.77317867,44.58513746,4.851976286,18.08161353,3.515228913,0.666257495,3.368229736,0.412568622,2.129651234,0.377992946,1.01044276,0.847912698,5.823221384,11.5411993
A5_2_1,9.524256031,21.82243978,44.69940719,5.24711237,19.58436457,3.743651148,0.677970677,3.482892175,0.432447845,2.159889168,0.393320022,1.04274973,0.8564335,6.668130495,11.5534482
A5_2_2,10.02725941,24.29001941,49.99655385,5.774068072,21.3355535,4.014608615,0.704208706,3.743819384,0.455475288,2.291569693,0.407108753,1.094815628,0.903284468,7.89992677,14.0181308
A5_2_3,9.932720801,25.74821456,50.31886809,5.989105816,22.18510802,4.098304591,0.677276009,3.779312829,0.455567596,2.323516883,0.41387084,1.10945133,0.904754448,7.973670255,14.3742917
A5_2_4,10.24850743,22.90698136,46.88012089,5.515358458,20.76692532,4.032993585,0.726862355,3.812150274,0.47480901,2.358903652,0.421603434,1.118356632,0.932821255,6.922187664,13.7902942
