SampleN,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin
Z1_1_7,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
Z1_1_9,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
Z1_1_11,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
Z1_1_12,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
Z1_1_13,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
Z1_1_14,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
Z1_1_15,0.238099992,5417.100098,3795.699951,869.2000122,0.605356991,0.699999988,27.39999962,40.61999893,-17.62000084
Z1_2_6,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_7,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_8,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_9,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_10,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_11,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_12,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_13,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_14,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_2_15,0.229860008,5447.799805,3817.699951,871.7000122,0.611883998,0.800000012,27.39999962,40.72000122,-17.64999962
Z1_3_1,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_2,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_3,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_4,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_5,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_6,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_7,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_8,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_9,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_10,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_11,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_12,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_13,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_14,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_3_15,0.223677993,5418.899902,3793.100098,868.2999878,0.61679101,0.800000012,27.29999924,40.61999893,-17.70999908
Z1_4_5,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_6,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_7,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_8,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_9,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_10,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_11,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_12,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_13,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_14,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
Z1_4_15,0.226104021,5422.899902,3801.300049,871.0999756,0.614899993,0.699999988,27.39999962,40.58000183,-17.96999931
